taxa	abundance
Streptomycetaceae	0.0096
Sulfolobaceae	0.0074
Synergistaceae	0.0060
Syntrophaceae	0.0017
Syntrophobacteraceae	0.0009
Syntrophomonadaceae	0.0028
Thermaceae	0.0023
Thermoanaerobacteraceae	0.0028
Thermoanaerobacterales Family III. Incertae Sedis	0.0020
Thermococcaceae	0.0034
Thermodesulfobiaceae	0.0031
Thermofilaceae	0.0028
Thermomicrobiaceae	0.0017
Thermomonosporaceae	0.0003
Thermoplasmataceae	0.0006
Thermoproteaceae	0.0031
Thermotogaceae	0.0071
Thiotrichaceae	0.0003
Veillonellaceae	0.0051
Verrucomicrobiaceae	0.0040
Vibrionaceae	0.0105
Xanthobacteraceae	0.0028
Xanthomonadaceae	0.0026
unclassified	0.0779
