taxa	abundance
Caulobacter	0.0009
Cellvibrio	0.0017
Cenarchaeum	0.0054
Chitinophaga	0.0017
Chlamydia	0.0040
Chlamydophila	0.0003
Chlorobaculum	0.0011
Chlorobium	0.0040
Chloroflexus	0.0014
Chloroherpeton	0.0014
Chromobacterium	0.0006
Chromohalobacter	0.0006
Chryseobacterium	0.0009
Citreicella	0.0017
Clostridium	0.0162
Collinsella	0.0003
Comamonas	0.0011
Congregibacter	0.0006
Coprococcus	0.0017
Coprothermobacter	0.0031
Corynebacterium	0.0085
Coxiella	0.0026
Croceibacter	0.0006
Crocosphaera	0.0006
Cryptobacterium	0.0011
Cupriavidus	0.0003
Cyanobium	0.0006
Cyanothece	0.0043
Cytophaga	0.0017
Dechloromonas	0.0006
Dehalococcoides	0.0009
Deinococcus	0.0011
Desulfatibacillum	0.0009
Desulfitobacterium	0.0003
Desulfobacterium	0.0014
Desulfococcus	0.0026
Desulfohalobium	0.0017
Desulfomicrobium	0.0023
Desulfonatronospira	0.0006
Desulfotalea	0.0034
Desulfotomaculum	0.0003
Desulfovibrio	0.0051
Desulfurococcus	0.0017
Desulfuromonas	0.0003
Dethiobacter	0.0003
Dethiosulfovibrio	0.0014
Dialister	0.0017
Dichelobacter	0.0014
Dickeya	0.0026
Dictyoglomus	0.0011
Dinoroseobacter	0.0011
Dokdonia	0.0003
Dyadobacter	0.0009
Edwardsiella	0.0003
Eggerthella	0.0011
Ehrlichia	0.0034
Eikenella	0.0006
Elusimicrobium	0.0037
Enhydrobacter	0.0014
Enterococcus	0.0034
Epulopiscium	0.0011
Erysipelothrix	0.0006
Erythrobacter	0.0091
Escherichia	0.0028
Ethanoligenens	0.0003
Eubacterium	0.0014
Exiguobacterium	0.0020
Faecalibacterium	0.0011
Ferroglobus	0.0009
Ferroplasma	0.0003
Fibrobacter	0.0026
Finegoldia	0.0028
Flavobacterium	0.0009
Francisella	0.0096
Frankia	0.0119
Fulvimarina	0.0009
Fusobacterium	0.0045
Gallionella	0.0014
Gardnerella	0.0065
Gemella	0.0034
Gemmata	0.0003
Geobacillus	0.0017
Geobacter	0.0028
Geodermatophilus	0.0023
Glaciecola	0.0006
Gluconacetobacter	0.0020
Gluconobacter	0.0009
Gordonia	0.0011
Gramella	0.0006
Granulibacter	0.0003
Granulicatella	0.0014
Haemophilus	0.0023
Hahella	0.0011
Haliangium	0.0006
Halomonas	0.0006
Halorhodospira	0.0003
Halorubrum	0.0006
Halothermothrix	0.0011
Halothiobacillus	0.0023
Helicobacter	0.0048
Heliobacterium	0.0009
Herbaspirillum	0.0014
Herminiimonas	0.0003
Herpetosiphon	0.0026
Hirschia	0.0017
Histophilus	0.0006
Hoeflea	0.0023
Holdemania	0.0009
Hydrogenivirga	0.0051
Hydrogenobacter	0.0009
Hydrogenobaculum	0.0034
Hyperthermus	0.0011
Hyphomonas	0.0020
Idiomarina	0.0006
Ignicoccus	0.0011
Janibacter	0.0011
Jannaschia	0.0026
Janthinobacterium	0.0009
Jonesia	0.0009
Jonquetella	0.0009
Kineococcus	0.0006
Klebsiella	0.0210
Kocuria	0.0006
Kordia	0.0011
Kosmotoga	0.0014
Kribbella	0.0014
Kytococcus	0.0006
Labrenzia	0.0009
Lactobacillus	0.0244
Lactococcus	0.0026
Laribacter	0.0011
Lawsonia	0.0014
Leeuwenhoekiella	0.0006
Legionella	0.0020
Leptospira	0.0068
Leptotrichia	0.0043
Leuconostoc	0.0006
Limnobacter	0.0014
Listeria	0.0068
Lutiella	0.0003
Lyngbya	0.0011
Macrococcus	0.0006
Magnetococcus	0.0028
Magnetospirillum	0.0006
Mannheimia	0.0006
Maribacter	0.0009
Maricaulis	0.0006
Marinobacter	0.0023
Marinomonas	0.0003
Mariprofundus	0.0003
Maritimibacter	0.0011
Megamonas	0.0009
Megasphaera	0.0009
Meiothermus	0.0014
Mesoplasma	0.0014
Mesorhizobium	0.0014
Methanocaldococcus	0.0028
Methanocella	0.0003
Methanococcoides	0.0006
Methanococcus	0.0011
Methanoculleus	0.0006
Methanohalophilus	0.0009
Methanopyrus	0.0006
Methanosaeta	0.0009
Methanosphaera	0.0017
Methanosphaerula	0.0003
Methanospirillum	0.0003
Methylacidiphilum	0.0023
Methylibium	0.0006
Methylobacterium	0.0014
Methylocella	0.0014
Methylococcus	0.0006
Methylophaga	0.0003
Methylotenera	0.0009
Methylovorus	0.0011
Micrococcus	0.0006
Microcystis	0.0023
Micromonospora	0.0006
Microscilla	0.0074
Mitsuokella	0.0003
Mobiluncus	0.0009
Moritella	0.0006
Mycobacterium	0.0037
Mycoplasma	0.0179
Natranaerobius	0.0014
Natrialba	0.0003
Nautilia	0.0006
Neisseria	0.0037
Neorickettsia	0.0026
Neptuniibacter	0.0011
Nitratiruptor	0.0017
Nitrobacter	0.0011
Nitrococcus	0.0006
Nitrosococcus	0.0014
Nitrosomonas	0.0006
Nitrosospira	0.0017
Nocardia	0.0009
Nocardiopsis	0.0003
Nodularia	0.0003
Nostoc	0.0009
Oceanibulbus	0.0014
Oceanicaulis	0.0014
Oceanicola	0.0017
Oceanobacillus	0.0003
Ochrobactrum	0.0003
Octadecabacter	0.0020
Oenococcus	0.0020
Olsenella	0.0026
Opitutus	0.0003
Oribacterium	0.0009
Orientia	0.0077
Oxalobacter	0.0011
Paenibacillus	0.0028
Pantoea	0.0020
Parabacteroides	0.0011
Paracoccus	0.0006
Parvibaculum	0.0006
Parvularcula	0.0060
Pasteurella	0.0006
Pectobacterium	0.0074
Pediococcus	0.0009
Pedobacter	0.0011
Pelobacter	0.0011
Pelodictyon	0.0003
Pelotomaculum	0.0011
Peptoniphilus	0.0011
Peptostreptococcus	0.0011
Persephonella	0.0014
Petrotoga	0.0011
Phaeobacter	0.0006
Phenylobacterium	0.0006
Photobacterium	0.0020
Picrophilus	0.0003
Pirellula	0.0003
Plesiocystis	0.0003
Polaribacter	0.0006
Polynucleobacter	0.0006
Porphyromonas	0.0011
Prevotella	0.0065
Prochlorococcus	0.0173
Propionibacterium	0.0077
Prosthecochloris	0.0003
Proteus	0.0006
Providencia	0.0017
Pseudoalteromonas	0.0017
Pseudomonas	0.0020
Pseudovibrio	0.0023
Pseudoxanthomonas	0.0003
Psychrobacter	0.0006
Psychroflexus	0.0006
Pyramidobacter	0.0009
Pyrobaculum	0.0017
Pyrococcus	0.0011
Ralstonia	0.0011
Raphidiopsis	0.0017
Rhizobium	0.0105
Rhodobacter	0.0011
Rhodococcus	0.0023
Rhodopirellula	0.0006
Rhodopseudomonas	0.0077
Rhodospirillum	0.0020
Rickettsia	0.0122
Rickettsiella	0.0026
Robiginitalea	0.0006
Roseibium	0.0006
Roseiflexus	0.0011
Roseobacter	0.0026
Roseovarius	0.0009
Rothia	0.0026
Rubrobacter	0.0014
Ruegeria	0.0023
Ruminococcus	0.0057
Saccharomonospora	0.0014
Saccharophagus	0.0003
Saccharopolyspora	0.0023
Sagittula	0.0023
Salinibacter	0.0020
Salinispora	0.0006
Salmonella	0.0037
Sanguibacter	0.0003
Sebaldella	0.0014
Selenomonas	0.0009
Serratia	0.0023
Shewanella	0.0020
Shuttleworthia	0.0006
Simonsiella	0.0017
Sinorhizobium	0.0011
Slackia	0.0014
Sodalis	0.0003
Solobacterium	0.0006
Sorangium	0.0020
Sphaerobacter	0.0011
Sphingobacterium	0.0011
Sphingobium	0.0014
Sphingomonas	0.0006
Sphingopyxis	0.0026
Spiroplasma	0.0006
Spirosoma	0.0011
Staphylococcus	0.0201
Stigmatella	0.0017
Streptobacillus	0.0031
Streptococcus	0.0091
Streptomyces	0.0096
Subdoligranulum	0.0003
Sulfitobacter	0.0011
Sulfolobus	0.0071
Sulfurihydrogenibium	0.0020
Sulfurimonas	0.0009
Symbiobacterium	0.0014
Synechococcus	0.0096
Synechocystis	0.0006
Syntrophobacter	0.0009
Syntrophomonas	0.0026
Syntrophus	0.0017
Teredinibacter	0.0006
Thauera	0.0003
Thermanaerovibrio	0.0006
Thermoanaerobacterium	0.0014
Thermobifida	0.0017
Thermococcus	0.0023
Thermodesulfovibrio	0.0031
Thermofilum	0.0028
Thermomicrobium	0.0017
Thermomonospora	0.0003
Thermoplasma	0.0006
Thermoproteus	0.0003
Thermosinus	0.0006
Thermosipho	0.0006
Thermotoga	0.0034
Thermus	0.0009
Thiobacillus	0.0006
Thiomicrospira	0.0009
Thiomonas	0.0017
Tolumonas	0.0006
Treponema	0.0020
Trichodesmium	0.0017
Tropheryma	0.0071
Ureaplasma	0.0028
Variovorax	0.0011
Verminephrobacter	0.0006
Verrucomicrobium	0.0014
Vibrio	0.0071
Weissella	0.0009
Wigglesworthia	0.0040
Wolbachia	0.0031
Xanthobacter	0.0011
Xanthomonas	0.0009
Xenorhabdus	0.0009
Xylanimonas	0.0006
Xylella	0.0014
Yersinia	0.0156
Zunongwangia	0.0003
Zymomonas	0.0094
unclassified	0.0295
