taxa	abundance
Actinobacteria (class)	0.1091
Alphaproteobacteria	0.1703
Aquificae (class)	0.0130
Archaeoglobi	0.0020
Bacilli	0.1003
Bacteroidia	0.0207
Betaproteobacteria	0.0445
Chlamydiia	0.0048
Chlorobia	0.0071
Chloroflexi (class)	0.0051
Clostridia	0.0618
Cytophagia	0.0139
Dehalococcoidetes	0.0009
Deinococci	0.0034
Deltaproteobacteria	0.0351
Dictyoglomia	0.0011
Elusimicrobia (class)	0.0037
Epsilonproteobacteria	0.0150
Erysipelotrichi	0.0054
Fibrobacteria	0.0026
Flavobacteriia	0.0210
Fusobacteriia	0.0133
Gammaproteobacteria	0.1593
Halobacteria	0.0009
Methanobacteria	0.0017
Methanococci	0.0040
Methanomicrobia	0.0037
Methanopyri	0.0006
Mollicutes	0.0283
Negativicutes	0.0062
Nitrospira (class)	0.0031
Opitutae	0.0020
Planctomycetia	0.0034
Solibacteres	0.0003
Sphingobacteriia	0.0040
Spirochaetia	0.0179
Synergistia	0.0060
Thermococci	0.0034
Thermomicrobia (class)	0.0028
Thermoplasmata	0.0011
Thermoprotei	0.0196
Thermotogae (class)	0.0071
Verrucomicrobiae	0.0071
Zetaproteobacteria	0.0003
unclassified	0.0635
