taxa	abundance
Acidobacteria	0.0017
Actinobacteria	0.1091
Aquificae	0.0130
Bacteroidetes	0.0638
Chlamydiae	0.0048
Chlorobi	0.0071
Chloroflexi	0.0088
Crenarchaeota	0.0196
Cyanobacteria	0.0451
Deinococcus-Thermus	0.0034
Dictyoglomi	0.0011
Elusimicrobia	0.0037
Euryarchaeota	0.0196
Fibrobacteres	0.0026
Firmicutes	0.1737
Fusobacteria	0.0133
Nitrospirae	0.0031
Planctomycetes	0.0034
Proteobacteria	0.4273
Spirochaetes	0.0179
Synergistetes	0.0060
Tenericutes	0.0283
Thaumarchaeota	0.0054
Thermotogae	0.0071
Verrucomicrobia	0.0113
