taxa	abundance
Desulfococcus	0.0009
Desulfohalobium	0.0006
Desulfomicrobium	0.0006
Desulfonatronospira	0.0011
Desulfotomaculum	0.0020
Desulfovibrio	0.0043
Desulfuromonas	0.0011
Dethiobacter	0.0003
Dethiosulfovibrio	0.0009
Dialister	0.0020
Dickeya	0.0034
Dictyoglomus	0.0003
Dinoroseobacter	0.0009
Dokdonia	0.0003
Dorea	0.0003
Dyadobacter	0.0006
Edwardsiella	0.0011
Ehrlichia	0.0023
Eikenella	0.0006
Elusimicrobium	0.0034
Endoriftia	0.0006
Enhydrobacter	0.0009
Enterobacter	0.0009
Enterococcus	0.0017
Erwinia	0.0048
Erysipelothrix	0.0017
Erythrobacter	0.0011
Escherichia	0.0034
Eubacterium	0.0011
Exiguobacterium	0.0009
Faecalibacterium	0.0017
Fervidobacterium	0.0011
Fibrobacter	0.0023
Finegoldia	0.0011
Flavobacterium	0.0006
Francisella	0.0125
Frankia	0.0045
Fulvimarina	0.0011
Fusobacterium	0.0006
Gallionella	0.0006
Gardnerella	0.0014
Gemmata	0.0017
Gemmatimonas	0.0031
Geobacillus	0.0023
Geobacter	0.0034
Geodermatophilus	0.0014
Glaciecola	0.0009
Gloeobacter	0.0023
Gluconacetobacter	0.0006
Gluconobacter	0.0009
Gramella	0.0011
Granulibacter	0.0006
Granulicatella	0.0011
Haemophilus	0.0091
Hahella	0.0003
Haloquadratum	0.0003
Helicobacter	0.0040
Heliobacterium	0.0020
Herbaspirillum	0.0006
Herminiimonas	0.0003
Herpetosiphon	0.0026
Histophilus	0.0009
Hoeflea	0.0006
Holdemania	0.0003
Hydrogenivirga	0.0014
Hydrogenobacter	0.0006
Hydrogenobaculum	0.0011
Hyphomicrobium	0.0011
Hyphomonas	0.0009
Janibacter	0.0011
Jannaschia	0.0014
Janthinobacterium	0.0009
Jonesia	0.0011
Kangiella	0.0006
Kingella	0.0011
Klebsiella	0.0074
Kordia	0.0006
Kosmotoga	0.0006
Kytococcus	0.0023
Labrenzia	0.0009
Lactobacillus	0.0096
Lactococcus	0.0096
Laribacter	0.0003
Lawsonia	0.0009
Legionella	0.0060
Leifsonia	0.0003
Leptospira	0.0026
Leptotrichia	0.0006
Leuconostoc	0.0020
Limnobacter	0.0028
Listeria	0.0045
Loktanella	0.0009
Lutiella	0.0011
Lyngbya	0.0020
Macrococcus	0.0003
Magnetococcus	0.0011
Magnetospirillum	0.0006
Mannheimia	0.0009
Maribacter	0.0003
Maricaulis	0.0009
Marinobacter	0.0026
Marinomonas	0.0006
Mariprofundus	0.0014
Megasphaera	0.0006
Meiothermus	0.0006
Mesoplasma	0.0006
Mesorhizobium	0.0011
Methylacidiphilum	0.0026
Methylibium	0.0006
Methylobacterium	0.0031
Methylocella	0.0003
Methylophaga	0.0006
Methylotenera	0.0006
Methylovorus	0.0009
Micrococcus	0.0116
Microcoleus	0.0009
Microcystis	0.0006
Micromonospora	0.0009
Microscilla	0.0011
Mitsuokella	0.0003
Mobiluncus	0.0145
Moritella	0.0003
Mycobacterium	0.0187
Mycoplasma	0.0264
Myxococcus	0.0003
Nakamurella	0.0028
Natranaerobius	0.0006
Natronomonas	0.0003
Nautilia	0.0009
Neisseria	0.0065
Neorickettsia	0.0020
Neptuniibacter	0.0011
Nitrobacter	0.0017
Nitrococcus	0.0006
Nitrosococcus	0.0014
Nitrosomonas	0.0011
Nitrosopumilus	0.0003
Nitrosospira	0.0009
Nocardia	0.0017
Nocardioides	0.0011
Nocardiopsis	0.0006
Nodularia	0.0003
Nostoc	0.0003
Novosphingobium	0.0006
Oceanibulbus	0.0003
Oceanicaulis	0.0011
Oceanicola	0.0006
Oceanobacillus	0.0023
Octadecabacter	0.0003
Oenococcus	0.0040
Opitutus	0.0017
Oribacterium	0.0244
Orientia	0.0031
Oscillatoria	0.0003
Oxalobacter	0.0037
Paenibacillus	0.0017
Pantoea	0.0020
Paracoccus	0.0003
Parvibaculum	0.0009
Parvularcula	0.0037
Pasteurella	0.0009
Pectobacterium	0.0034
Pediococcus	0.0006
Pedobacter	0.0009
Pelagibaca	0.0003
Pelobacter	0.0020
Pelotomaculum	0.0006
Peptoniphilus	0.0006
Peptostreptococcus	0.0023
Petrotoga	0.0020
Phaeobacter	0.0006
Phenylobacterium	0.0003
Photobacterium	0.0006
Photorhabdus	0.0028
Picrophilus	0.0003
Pirellula	0.0011
Polaromonas	0.0011
Polynucleobacter	0.0031
Porphyromonas	0.0026
Prevotella	0.0105
Prochlorococcus	0.0045
Propionibacterium	0.0105
Prosthecochloris	0.0009
Proteus	0.0034
Providencia	0.0031
Pseudoalteromonas	0.0014
Pseudomonas	0.0054
Pseudovibrio	0.0014
Psychrobacter	0.0003
Psychroflexus	0.0003
Psychromonas	0.0009
Pyramidobacter	0.0017
Ralstonia	0.0048
Raphidiopsis	0.0003
Reinekea	0.0011
Rhizobium	0.0026
Rhodobacter	0.0060
Rhodococcus	0.0020
Rhodomicrobium	0.0023
Rhodopirellula	0.0020
Rhodopseudomonas	0.0028
Rhodospirillum	0.0023
Rickettsia	0.0048
Rickettsiella	0.0011
Riemerella	0.0011
Robiginitalea	0.0003
Roseburia	0.0011
Roseiflexus	0.0011
Roseobacter	0.0048
Roseomonas	0.0003
Roseovarius	0.0011
Rothia	0.0173
Rubrobacter	0.0014
Ruegeria	0.0009
Ruminococcus	0.0051
Saccharomonospora	0.0003
Saccharophagus	0.0006
Saccharopolyspora	0.0003
Sagittula	0.0006
Salinibacter	0.0034
Salinispora	0.0006
Salmonella	0.0102
Sebaldella	0.0009
Selenomonas	0.0020
Serratia	0.0009
Shewanella	0.0031
Shigella	0.0003
Shuttleworthia	0.0017
Sideroxydans	0.0009
Sinorhizobium	0.0017
Slackia	0.0011
Sorangium	0.0003
Sphaerobacter	0.0017
Sphingobacterium	0.0014
Sphingobium	0.0006
Sphingopyxis	0.0003
Spiroplasma	0.0017
Spirosoma	0.0006
Stackebrandtia	0.0026
Staphylococcus	0.0102
Stigmatella	0.0068
Streptobacillus	0.0003
Streptococcus	0.0071
Streptomyces	0.0187
Streptosporangium	0.0006
Sulfolobus	0.0006
Sulfurihydrogenibium	0.0014
Sulfurimonas	0.0009
Sulfurospirillum	0.0003
Sulfurovum	0.0023
Symbiobacterium	0.0023
Synechococcus	0.0074
Synechocystis	0.0009
Syntrophobacter	0.0006
Syntrophomonas	0.0014
Syntrophus	0.0006
Teredinibacter	0.0011
Thalassobium	0.0003
Thermanaerovibrio	0.0006
Thermoanaerobacter	0.0003
Thermoanaerobacterium	0.0009
Thermobifida	0.0011
Thermocrinis	0.0006
Thermomonospora	0.0017
Thermosinus	0.0009
Thermosipho	0.0011
Thermotoga	0.0017
Thermus	0.0040
Thioalkalivibrio	0.0003
Thiomicrospira	0.0020
Treponema	0.0003
Trichodesmium	0.0003
Trichormus	0.0009
Tropheryma	0.0060
Turicibacter	0.0003
Ureaplasma	0.0023
Variovorax	0.0017
Veillonella	0.0009
Verminephrobacter	0.0003
Verrucomicrobium	0.0009
Vibrio	0.0045
Weissella	0.0040
Wigglesworthia	0.0045
Wolbachia	0.0023
Wolinella	0.0017
Xanthobacter	0.0006
Xanthomonas	0.0017
Xenorhabdus	0.0009
Xylanimonas	0.0009
Xylella	0.0017
Yersinia	0.0026
Zunongwangia	0.0006
unclassified	0.0295
