taxa	abundance
Abiotrophia	0.0017
Acaryochloris	0.0014
Acetobacter	0.0003
Acholeplasma	0.0009
Achromobacter	0.0017
Acidaminococcus	0.0006
Acidimicrobium	0.0062
Acidiphilium	0.0009
Acidithiobacillus	0.0048
Acidobacterium	0.0006
Acidothermus	0.0009
Acidovorax	0.0017
Acinetobacter	0.0051
Actinobacillus	0.0054
Actinomyces	0.0111
Actinosynnema	0.0006
Aeromicrobium	0.0006
Aeromonas	0.0011
Afipia	0.0009
Aggregatibacter	0.0009
Agrobacterium	0.0034
Akkermansia	0.0031
Albidiferax	0.0006
Alcanivorax	0.0009
Alicycliphilus	0.0006
Alicyclobacillus	0.0037
Aliivibrio	0.0006
Alistipes	0.0048
Alkalilimnicola	0.0003
Alkaliphilus	0.0020
Allochromatium	0.0006
Ammonifex	0.0014
Anaerobaculum	0.0009
Anaerofustis	0.0026
Anaeromyxobacter	0.0020
Anaerostipes	0.0031
Anaerotruncus	0.0034
Anaplasma	0.0034
Anoxybacillus	0.0014
Arcobacter	0.0003
Aromatoleum	0.0009
Arsenophonus	0.0011
Arthrobacter	0.0003
Atopobium	0.0009
Aurantimonas	0.0003
Azoarcus	0.0006
Azospirillum	0.0020
Azotobacter	0.0003
Bacillus	0.0181
Bacteroides	0.0048
Bartonella	0.0048
Basfia	0.0006
Bdellovibrio	0.0026
Beijerinckia	0.0011
Bermanella	0.0011
Bifidobacterium	0.0082
Blastopirellula	0.0009
Blattabacterium	0.0009
Blautia	0.0003
Bordetella	0.0014
Borrelia	0.0026
Brachybacterium	0.0034
Brachyspira	0.0011
Brevibacillus	0.0014
Brevibacterium	0.0034
Brevundimonas	0.0003
Brucella	0.0133
Buchnera	0.0136
Bulleidia	0.0011
Burkholderia	0.0337
Butyrivibrio	0.0009
Caldanaerobacter	0.0011
Caldicellulosiruptor	0.0009
Campylobacter	0.0043
Candidatus Amoebophilus	0.0017
Candidatus Azobacteroides	0.0014
Candidatus Blochmannia	0.0017
Candidatus Desulforudis	0.0011
Candidatus Hamiltonella	0.0011
Candidatus Korarchaeum	0.0003
Candidatus Koribacter	0.0011
Candidatus Liberibacter	0.0037
Candidatus Pelagibacter	0.0031
Candidatus Phytoplasma	0.0023
Candidatus Protochlamydia	0.0026
Capnocytophaga	0.0011
Carboxydothermus	0.0003
Carnobacterium	0.0014
Catenulispora	0.0026
Catonella	0.0014
Caulobacter	0.0006
Chelativorans	0.0017
Chitinophaga	0.0017
Chlamydia	0.0139
Chlamydophila	0.0009
Chlorobaculum	0.0006
Chlorobium	0.0026
Chloroflexus	0.0020
Chloroherpeton	0.0028
Chromohalobacter	0.0014
Chryseobacterium	0.0003
Chthoniobacter	0.0026
Citreicella	0.0011
Citrobacter	0.0017
Citromicrobium	0.0006
Clavibacter	0.0003
Clostridium	0.0207
Collinsella	0.0011
Colwellia	0.0003
Comamonas	0.0009
Congregibacter	0.0003
Coprococcus	0.0034
Coprothermobacter	0.0031
Corynebacterium	0.0074
Coxiella	0.0028
Cupriavidus	0.0006
Curvibacter	0.0006
Cyanobium	0.0011
Cyanothece	0.0026
Cytophaga	0.0006
Dechloromonas	0.0006
Dehalococcoides	0.0009
Deinococcus	0.0020
Desulfitobacterium	0.0026
Desulfobacterium	0.0003
