taxa	abundance
Acholeplasmatales	0.0034
Acidimicrobiales	0.0062
Acidithiobacillales	0.0048
Acidobacteriales	0.0006
Actinomycetales	0.1557
Aeromonadales	0.0011
Alteromonadales	0.0116
Aquificales	0.0054
Bacillales	0.0468
Bacteroidales	0.0241
Bacteroidetes Order II. Incertae sedis	0.0034
Bdellovibrionales	0.0026
Bifidobacteriales	0.0099
Burkholderiales	0.0615
Campylobacterales	0.0119
Caulobacterales	0.0014
Chlamydiales	0.0173
Chlorobiales	0.0071
Chloroflexales	0.0031
Chromatiales	0.0031
Chroococcales	0.0142
Clostridiales	0.0921
Coriobacteriales	0.0034
Cytophagales	0.0028
Deinococcales	0.0020
Desulfobacterales	0.0011
Desulfovibrionales	0.0077
Desulfuromonadales	0.0065
Dictyoglomales	0.0003
Elusimicrobiales	0.0034
Enterobacteriales	0.0743
Entomoplasmatales	0.0023
Erysipelotrichales	0.0037
Fibrobacterales	0.0023
Flavobacteriales	0.0088
Fusobacteriales	0.0023
Gallionellales	0.0014
Gemmatimonadales	0.0031
Gloeobacterales	0.0023
Halobacteriales	0.0006
Herpetosiphonales	0.0026
Lactobacillales	0.0428
Legionellales	0.0099
Mariprofundales	0.0014
Methylacidiphilales	0.0026
Methylophilales	0.0031
Mycoplasmatales	0.0286
Myxococcales	0.0094
Natranaerobiales	0.0006
Nautiliales	0.0009
Neisseriales	0.0099
Nitrosomonadales	0.0020
Nitrosopumilales	0.0003
Nostocales	0.0017
Oceanospirillales	0.0062
Oscillatoriales	0.0034
Parvularculales	0.0037
Pasteurellales	0.0184
Planctomycetales	0.0065
Prochlorales	0.0045
Pseudomonadales	0.0122
Rhizobiales	0.0493
Rhodobacterales	0.0278
Rhodocyclales	0.0020
Rhodospirillales	0.0082
Rickettsiales	0.0213
Rubrobacterales	0.0014
Selenomonadales	0.0071
Sphaerobacterales	0.0017
Sphingobacteriales	0.0045
Sphingomonadales	0.0031
Spirochaetales	0.0065
Sulfolobales	0.0006
Synergistales	0.0043
Syntrophobacterales	0.0011
Thermales	0.0045
Thermoanaerobacterales	0.0079
Thermoplasmatales	0.0003
Thermotogales	0.0065
Thiotrichales	0.0150
Verrucomicrobiales	0.0060
Vibrionales	0.0077
Xanthomonadales	0.0037
unclassified	0.0232
