taxa	abundance
Actinobacteria	0.0426
Bacteroidetes	0.1473
Chlamydiae	0.0016
Crenarchaeota	0.0016
Cyanobacteria	0.0033
Deinococcus-Thermus	0.0016
Euryarchaeota	0.0033
Firmicutes	0.7152
Gemmatimonadetes	0.0016
Proteobacteria	0.0753
Synergistetes	0.0016
Tenericutes	0.0033
Thaumarchaeota	0.0016
