taxa	abundance
Abiotrophia	0.0011
Acetivibrio	0.0011
Acidaminococcus	0.0033
Acinetobacter	0.0011
Actinomyces	0.0011
Actinosynnema	0.0011
Alistipes	0.0011
Anaerofustis	0.0022
Anaerostipes	0.0144
Anaerotruncus	0.0155
Bacillus	0.0332
Bacteroides	0.0962
Bartonella	0.0011
Bifidobacterium	0.0254
Bilophila	0.0033
Blautia	0.0398
Borrelia	0.0022
Buchnera	0.0033
Burkholderia	0.0033
Butyrivibrio	0.0122
Caldicellulosiruptor	0.0011
Catenibacterium	0.0022
Chlamydia	0.0022
Clostridium	0.1361
Coprococcus	0.0232
Corynebacterium	0.0011
Cupriavidus	0.0011
Cyanothece	0.0011
Desulfobacterium	0.0011
Desulfotomaculum	0.0011
Desulfovibrio	0.0111
Dichelobacter	0.0011
Dinoroseobacter	0.0011
Dorea	0.0077
Elusimicrobium	0.0011
Enhydrobacter	0.0011
Epulopiscium	0.0022
Erysipelothrix	0.0011
Escherichia	0.0077
Ethanoligenens	0.0210
Eubacterium	0.0431
Faecalibacterium	0.0498
Fibrobacter	0.0011
Francisella	0.0011
Gallionella	0.0011
Gemella	0.0011
Hoeflea	0.0011
Hyphomicrobium	0.0011
Klebsiella	0.0011
Kordia	0.0011
Lactobacillus	0.0088
Laribacter	0.0011
Lawsonia	0.0011
Leptospira	0.0011
Leptotrichia	0.0011
Listeria	0.0011
Macrococcus	0.0011
Magnetococcus	0.0022
Mariprofundus	0.0011
Methanococcoides	0.0011
Methylacidiphilum	0.0011
Methylobacterium	0.0011
Micromonospora	0.0011
Moorella	0.0011
Mycobacterium	0.0011
Mycoplasma	0.0011
Neisseria	0.0011
Oribacterium	0.0022
Oxalobacter	0.0177
Parabacteroides	0.0310
Phaeobacter	0.0011
Planctomyces	0.0011
Polaribacter	0.0011
Polaromonas	0.0011
Polynucleobacter	0.0011
Porphyromonas	0.0022
Prochlorococcus	0.0011
Propionibacterium	0.0011
Psychromonas	0.0011
Rhodomicrobium	0.0011
Rhodopseudomonas	0.0011
Rickettsia	0.0011
Roseburia	0.0055
Ruminococcus	0.1150
Shuttleworthia	0.0022
Sphingobacterium	0.0011
Staphylococcus	0.0011
Streptococcus	0.0011
Subdoligranulum	0.0310
Sulfolobus	0.0011
Thermanaerovibrio	0.0011
Thermotoga	0.0011
Thiobacillus	0.0011
Wigglesworthia	0.0011
unclassified	0.1549
