taxa	abundance
Acidobacteria	0.0042
Actinobacteria	0.2037
Aquificae	0.0057
Bacteroidetes	0.0306
Chlamydiae	0.0102
Chlorobi	0.0020
Chloroflexi	0.0037
Crenarchaeota	0.0006
Cyanobacteria	0.0173
Deinococcus-Thermus	0.0023
Dictyoglomi	0.0008
Elusimicrobia	0.0028
Euryarchaeota	0.0003
Fibrobacteres	0.0006
Firmicutes	0.2431
Fusobacteria	0.0037
Gemmatimonadetes	0.0023
Korarchaeota	0.0003
Nitrospirae	0.0023
Planctomycetes	0.0068
Proteobacteria	0.3244
Spirochaetes	0.0207
Synergistetes	0.0042
Tenericutes	0.0926
Thermotogae	0.0076
Verrucomicrobia	0.0074
