taxa	abundance
Catenulispora	0.0011
Catonella	0.0011
Caulobacter	0.0017
Cellulomonas	0.0008
Cellvibrio	0.0003
Chelativorans	0.0003
Chitinophaga	0.0008
Chlamydia	0.0091
Chlamydophila	0.0008
Chlorobaculum	0.0006
Chlorobium	0.0008
Chloroflexus	0.0006
Chloroherpeton	0.0006
Chromobacterium	0.0003
Chromohalobacter	0.0003
Chryseobacterium	0.0006
Chthoniobacter	0.0017
Citrobacter	0.0003
Citromicrobium	0.0006
Clavibacter	0.0017
Clostridium	0.0320
Collinsella	0.0014
Colwellia	0.0008
Comamonas	0.0006
Congregibacter	0.0003
Coprococcus	0.0025
Coprothermobacter	0.0037
Corynebacterium	0.0096
Coxiella	0.0008
Croceibacter	0.0003
Cryptobacterium	0.0003
Cupriavidus	0.0008
Curvibacter	0.0003
Cyanothece	0.0017
Cytophaga	0.0006
Dechloromonas	0.0006
Dehalococcoides	0.0003
Deinococcus	0.0011
Delftia	0.0006
Dermacoccus	0.0003
Desulfatibacillum	0.0003
Desulfitobacterium	0.0014
Desulfobacterium	0.0014
Desulfococcus	0.0008
Desulfohalobium	0.0006
Desulfonatronospira	0.0006
Desulfotalea	0.0008
Desulfotomaculum	0.0011
Desulfovibrio	0.0031
Desulfurivibrio	0.0006
Desulfuromonas	0.0008
Dethiobacter	0.0008
Dethiosulfovibrio	0.0008
Dialister	0.0017
Dichelobacter	0.0003
Dickeya	0.0008
Dictyoglomus	0.0008
Dinoroseobacter	0.0008
Dorea	0.0006
Dyadobacter	0.0003
Edwardsiella	0.0150
Ehrlichia	0.0014
Eikenella	0.0003
Elusimicrobium	0.0028
Endoriftia	0.0008
Enhydrobacter	0.0006
Enterococcus	0.0031
Erwinia	0.0003
Erysipelothrix	0.0014
Erythrobacter	0.0014
Escherichia	0.0020
Ethanoligenens	0.0011
Eubacterium	0.0017
Exiguobacterium	0.0006
Faecalibacterium	0.0020
Ferrimonas	0.0006
Fervidobacterium	0.0023
Fibrobacter	0.0006
Finegoldia	0.0008
Flavobacterium	0.0006
Francisella	0.0054
Frankia	0.0224
Fulvimarina	0.0011
Fusobacterium	0.0014
Gallionella	0.0006
Gardnerella	0.0034
Gemella	0.0011
Gemmata	0.0020
Gemmatimonas	0.0023
Geobacillus	0.0003
Geobacter	0.0034
Geodermatophilus	0.0048
Glaciecola	0.0006
Gloeobacter	0.0008
Gluconacetobacter	0.0006
Gluconobacter	0.0003
Gordonia	0.0034
Gordonibacter	0.0014
Granulibacter	0.0014
Granulicatella	0.0003
Haemophilus	0.0008
Hahella	0.0008
Haliangium	0.0008
Halomonas	0.0003
Halorhodospira	0.0017
Halothermothrix	0.0017
Halothiobacillus	0.0020
Helicobacter	0.0057
Heliobacterium	0.0023
Herpetosiphon	0.0014
Hirschia	0.0006
Histophilus	0.0006
Hoeflea	0.0006
Holdemania	0.0006
Hydrogenivirga	0.0014
Hydrogenobacter	0.0006
Hydrogenobaculum	0.0017
Hyperthermus	0.0003
Hyphomicrobium	0.0014
Hyphomonas	0.0011
Idiomarina	0.0008
Janibacter	0.0295
Jannaschia	0.0006
Janthinobacterium	0.0006
Jonesia	0.0003
Jonquetella	0.0006
Kangiella	0.0003
Kineococcus	0.0023
Kingella	0.0003
Klebsiella	0.0006
Kocuria	0.0051
Kordia	0.0003
Kosmotoga	0.0008
Kribbella	0.0014
Kytococcus	0.0008
Labrenzia	0.0003
Lactobacillus	0.0159
Lactococcus	0.0020
Laribacter	0.0006
Lawsonia	0.0006
Legionella	0.0011
Leifsonia	0.0003
Leptospira	0.0068
Leptotrichia	0.0008
Leuconostoc	0.0085
Limnobacter	0.0003
Listeria	0.0122
Loktanella	0.0014
Lutiella	0.0008
Lyngbya	0.0011
Magnetococcus	0.0003
Magnetospirillum	0.0006
Mannheimia	0.0003
Maricaulis	0.0017
Marinobacter	0.0011
Marinomonas	0.0008
Mariprofundus	0.0011
Maritimibacter	0.0014
Megamonas	0.0006
Megasphaera	0.0003
Mesoplasma	0.0020
Mesorhizobium	0.0023
Methylacidiphilum	0.0023
Methylibium	0.0003
Methylobacillus	0.0003
Methylobacterium	0.0023
Methylocella	0.0006
Methylococcus	0.0011
Methylophaga	0.0011
Methylotenera	0.0017
Methylovorus	0.0006
Micrococcus	0.0037
Microcoleus	0.0008
Microcystis	0.0003
Micromonospora	0.0014
Microscilla	0.0008
Mitsuokella	0.0003
Mobiluncus	0.0037
Moraxella	0.0008
Mycobacterium	0.0122
Mycoplasma	0.0153
Natranaerobius	0.0008
Nautilia	0.0008
Neisseria	0.0037
Neorickettsia	0.0003
Neptuniibacter	0.0008
Nitratiruptor	0.0008
Nitrobacter	0.0008
Nitrococcus	0.0011
Nitrosococcus	0.0011
Nitrosomonas	0.0014
Nitrosospira	0.0006
Nocardia	0.0003
Nocardioides	0.0006
Nocardiopsis	0.0008
Novosphingobium	0.0006
Oceanibulbus	0.0003
Oceanicaulis	0.0011
Oceanicola	0.0037
Oceanobacillus	0.0006
Ochrobactrum	0.0003
Oenococcus	0.0314
Oligotropha	0.0006
Opitutus	0.0017
Oribacterium	0.0017
Orientia	0.0014
Oxalobacter	0.0028
Paenibacillus	0.0014
Parabacteroides	0.0006
Paracoccus	0.0011
Parvibaculum	0.0028
Parvularcula	0.0008
Pasteurella	0.0008
Pectobacterium	0.0014
Pediococcus	0.0025
Pedobacter	0.0008
Pelobacter	0.0008
Pelotomaculum	0.0003
Peptoniphilus	0.0014
Peptostreptococcus	0.0017
Petrotoga	0.0017
Phaeobacter	0.0008
Phenylobacterium	0.0025
Photobacterium	0.0006
Pirellula	0.0014
Planctomyces	0.0014
Plesiocystis	0.0014
Polaribacter	0.0020
Polaromonas	0.0003
Polynucleobacter	0.0017
Porphyromonas	0.0008
Prevotella	0.0076
Prochlorococcus	0.0074
Propionibacterium	0.0031
Proteus	0.0014
Providencia	0.0006
Pseudoalteromonas	0.0031
Pseudomonas	0.0042
Pseudovibrio	0.0003
Psychrobacter	0.0008
Psychroflexus	0.0011
Psychromonas	0.0006
Pyramidobacter	0.0008
Pyrobaculum	0.0003
Ralstonia	0.0011
Reinekea	0.0006
Renibacterium	0.0020
Rhizobium	0.0045
Rhodobacter	0.0051
Rhodococcus	0.0017
Rhodomicrobium	0.0014
Rhodopirellula	0.0008
Rhodopseudomonas	0.0028
Rhodospirillum	0.0028
Rhodothermus	0.0006
Rickettsia	0.0017
Rickettsiella	0.0006
Robiginitalea	0.0006
Roseburia	0.0008
Roseibium	0.0003
Roseiflexus	0.0003
Roseobacter	0.0031
Roseovarius	0.0020
Rothia	0.0091
Rubrobacter	0.0011
Ruegeria	0.0020
Ruminococcus	0.0088
Saccharomonospora	0.0006
Saccharophagus	0.0008
Saccharopolyspora	0.0008
Sagittula	0.0017
Salinibacter	0.0014
Salmonella	0.0252
Sebaldella	0.0014
Selenomonas	0.0003
Serratia	0.0006
Shewanella	0.0017
Shuttleworthia	0.0006
Sideroxydans	0.0006
Simonsiella	0.0006
Sinorhizobium	0.0006
Slackia	0.0006
Sodalis	0.0003
Sorangium	0.0006
Sphaerobacter	0.0003
Sphingobacterium	0.0008
Sphingobium	0.0006
Sphingomonas	0.0020
Sphingopyxis	0.0006
Spirosoma	0.0008
Stackebrandtia	0.0023
Staphylococcus	0.0076
Stenotrophomonas	0.0006
Stigmatella	0.0023
Streptococcus	0.0074
Streptomyces	0.0088
Streptosporangium	0.0028
Subdoligranulum	0.0006
Sulfitobacter	0.0003
Sulfurihydrogenibium	0.0006
Sulfurimonas	0.0011
Sulfurospirillum	0.0008
Sulfurovum	0.0011
Symbiobacterium	0.0014
Synechococcus	0.0031
Syntrophobacter	0.0011
Syntrophomonas	0.0003
Syntrophus	0.0006
Teredinibacter	0.0006
Thauera	0.0003
Thermanaerovibrio	0.0011
Thermoanaerobacter	0.0011
Thermoanaerobacterium	0.0003
Thermobifida	0.0014
Thermocrinis	0.0011
Thermodesulfovibrio	0.0023
Thermomicrobium	0.0008
Thermomonospora	0.0020
Thermosinus	0.0006
Thermosipho	0.0008
Thermosynechococcus	0.0008
Thermotoga	0.0020
Thermus	0.0011
Thioalkalivibrio	0.0006
Thiobacillus	0.0034
Thiomicrospira	0.0006
Thiomonas	0.0014
Treponema	0.0017
Trichodesmium	0.0006
Tropheryma	0.0028
Tsukamurella	0.0028
Turicibacter	0.0014
Ureaplasma	0.0006
Variovorax	0.0008
Veillonella	0.0003
Verrucomicrobium	0.0008
Vibrio	0.0011
Weissella	0.0125
Wigglesworthia	0.0037
Wolbachia	0.0011
Wolinella	0.0003
Xanthomonas	0.0023
Xenorhabdus	0.0008
Xylella	0.0008
Yersinia	0.0014
Zymomonas	0.0025
unclassified	0.0326
