taxa	abundance
Thermoanaerobacterales Family III. Incertae Sedis	0.0020
Thermodesulfobiaceae	0.0037
Thermomicrobiaceae	0.0008
Thermomonosporaceae	0.0020
Thermoproteaceae	0.0003
Thermotogaceae	0.0076
Thiotrichaceae	0.0011
Tsukamurellaceae	0.0028
Veillonellaceae	0.0040
Verrucomicrobiaceae	0.0017
Vibrionaceae	0.0025
Xanthobacteraceae	0.0003
Xanthomonadaceae	0.0037
unclassified	0.0408
