taxa	abundance
Acetobacteraceae	0.0034
Acholeplasmataceae	0.0748
Acidaminococcaceae	0.0011
Acidimicrobiaceae	0.0025
Acidithiobacillaceae	0.0011
Acidobacteriaceae	0.0008
Acidothermaceae	0.0045
Actinomycetaceae	0.0096
Actinosynnemataceae	0.0006
Aerococcaceae	0.0040
Aeromonadaceae	0.0003
Alcaligenaceae	0.0014
Alcanivoracaceae	0.0008
Alicyclobacillaceae	0.0008
Alteromonadaceae	0.0025
Anaplasmataceae	0.0031
Aquificaceae	0.0051
Archaeoglobaceae	0.0003
Aurantimonadaceae	0.0020
Bacillaceae	0.0068
Bacteroidaceae	0.0023
Bartonellaceae	0.0028
Bdellovibrionaceae	0.0011
Beijerinckiaceae	0.0011
Beutenbergiaceae	0.0008
Bifidobacteriaceae	0.0119
Blattabacteriaceae	0.0008
Brachyspiraceae	0.0006
Bradyrhizobiaceae	0.0065
Brevibacteriaceae	0.0006
Brucellaceae	0.0045
Burkholderiaceae	0.0099
Campylobacteraceae	0.0057
Cardiobacteriaceae	0.0008
Carnobacteriaceae	0.0003
Catenulisporaceae	0.0011
Caulobacteraceae	0.0062
Cellulomonadaceae	0.0008
Chlamydiaceae	0.0099
Chlorobiaceae	0.0020
Chloroflexaceae	0.0008
Chromatiaceae	0.0020
Clostridiaceae	0.0334
Clostridiales Family XI. Incertae Sedis	0.0059
Clostridiales Family XVIII. Incertae Sedis	0.0014
Colwelliaceae	0.0008
Comamonadaceae	0.0059
Coriobacteriaceae	0.0054
Corynebacteriaceae	0.0096
Coxiellaceae	0.0014
Cyclobacteriaceae	0.0008
Cystobacteraceae	0.0023
Cytophagaceae	0.0025
Deinococcaceae	0.0011
Dermabacteraceae	0.0020
Dermacoccaceae	0.0011
Desulfobacteraceae	0.0025
Desulfobulbaceae	0.0014
Desulfohalobiaceae	0.0011
Desulfovibrionaceae	0.0037
Desulfuromonadaceae	0.0008
Dictyoglomaceae	0.0008
Ectothiorhodospiraceae	0.0034
Elusimicrobiaceae	0.0028
Enterobacteriaceae	0.0737
Enterococcaceae	0.0031
Entomoplasmataceae	0.0020
Erysipelotrichaceae	0.0278
Erythrobacteraceae	0.0014
Eubacteriaceae	0.0037
Ferrimonadaceae	0.0006
Fibrobacteraceae	0.0006
Flavobacteriaceae	0.0057
Francisellaceae	0.0054
Frankiaceae	0.0224
Fusobacteriaceae	0.0014
Gallionellaceae	0.0011
Gemmatimonadaceae	0.0023
Geobacteraceae	0.0034
Geodermatophilaceae	0.0048
Glycomycetaceae	0.0023
Gordoniaceae	0.0034
Hahellaceae	0.0008
Halanaerobiaceae	0.0017
Halomonadaceae	0.0006
Halothiobacillaceae	0.0020
Helicobacteraceae	0.0071
Heliobacteriaceae	0.0023
Herpetosiphonaceae	0.0014
Hydrogenophilaceae	0.0034
Hydrogenothermaceae	0.0006
Hyphomicrobiaceae	0.0028
Hyphomonadaceae	0.0045
Idiomarinaceae	0.0008
Intrasporangiaceae	0.0295
Jonesiaceae	0.0003
Kineosporiaceae	0.0023
Kofleriaceae	0.0008
Lachnospiraceae	0.0088
Lactobacillaceae	0.0184
Legionellaceae	0.0011
Leptospiraceae	0.0068
Leptotrichiaceae	0.0023
Leuconostocaceae	0.0524
Listeriaceae	0.0122
Mariprofundaceae	0.0011
Methylacidiphilaceae	0.0023
Methylobacteriaceae	0.0023
Methylococcaceae	0.0011
Methylophilaceae	0.0025
Microbacteriaceae	0.0020
Micrococcaceae	0.0380
Micromonosporaceae	0.0014
Moraxellaceae	0.0108
Mycobacteriaceae	0.0122
Mycoplasmataceae	0.0159
Myxococcaceae	0.0006
Nannocystaceae	0.0014
Natranaerobiaceae	0.0008
Nautiliaceae	0.0014
Neisseriaceae	0.0065
Nitrosomonadaceae	0.0020
Nitrospiraceae	0.0023
Nocardiaceae	0.0020
Nocardioidaceae	0.0037
Nocardiopsaceae	0.0023
Oceanospirillaceae	0.0025
Opitutaceae	0.0017
Oxalobacteraceae	0.0034
Paenibacillaceae	0.0020
Parachlamydiaceae	0.0003
Parvularculaceae	0.0008
Pasteurellaceae	0.0059
Pelobacteraceae	0.0008
Peptococcaceae	0.0037
Peptostreptococcaceae	0.0017
Phyllobacteriaceae	0.0059
Piscirickettsiaceae	0.0017
Planctomycetaceae	0.0068
Polyangiaceae	0.0006
Porphyromonadaceae	0.0014
Prevotellaceae	0.0076
Prochlorococcaceae	0.0074
Propionibacteriaceae	0.0031
Pseudoalteromonadaceae	0.0031
Pseudomonadaceae	0.0051
Pseudonocardiaceae	0.0014
Psychromonadaceae	0.0006
Pyrodictiaceae	0.0003
Rhizobiaceae	0.0074
Rhodobacteraceae	0.0275
Rhodocyclaceae	0.0023
Rhodospirillaceae	0.0037
Rhodothermaceae	0.0020
Rickettsiaceae	0.0031
Rikenellaceae	0.0008
Rubrobacteraceae	0.0011
Ruminococcaceae	0.0136
Shewanellaceae	0.0017
Solibacteraceae	0.0023
Sphaerobacteraceae	0.0003
Sphingobacteriaceae	0.0017
Sphingomonadaceae	0.0068
Spirochaetaceae	0.0133
Staphylococcaceae	0.0076
Streptococcaceae	0.0093
Streptomycetaceae	0.0088
Streptosporangiaceae	0.0028
Synergistaceae	0.0042
Syntrophaceae	0.0006
Syntrophobacteraceae	0.0011
Syntrophomonadaceae	0.0011
Thermaceae	0.0011
Thermoanaerobacteraceae	0.0048
