taxa	abundance
Actinobacteria	0.0545
Bacteroidetes	0.2724
Euryarchaeota	0.0078
Firmicutes	0.5798
Proteobacteria	0.0778
Tenericutes	0.0039
Thaumarchaeota	0.0039
