taxa	abundance
Hydrogenothermaceae	0.0017
Hyphomicrobiaceae	0.0037
Hyphomonadaceae	0.0059
Idiomarinaceae	0.0006
Intrasporangiaceae	0.0339
Jonesiaceae	0.0006
Kineosporiaceae	0.0017
Kofleriaceae	0.0014
Lachnospiraceae	0.0122
Lactobacillaceae	0.0158
Legionellaceae	0.0017
Leptospiraceae	0.0068
Leptotrichiaceae	0.0014
Leuconostocaceae	0.0424
Listeriaceae	0.0119
Mariprofundaceae	0.0003
Methanosarcinaceae	0.0003
Methylacidiphilaceae	0.0017
Methylobacteriaceae	0.0042
Methylophilaceae	0.0020
Microbacteriaceae	0.0025
Micrococcaceae	0.0382
Micromonosporaceae	0.0020
Moraxellaceae	0.0088
Mycobacteriaceae	0.0156
Mycoplasmataceae	0.0158
Myxococcaceae	0.0011
Nannocystaceae	0.0020
Natranaerobiaceae	0.0011
Nautiliaceae	0.0011
Neisseriaceae	0.0048
Nitrosomonadaceae	0.0037
Nitrospiraceae	0.0028
Nocardiaceae	0.0031
Nocardioidaceae	0.0042
Nocardiopsaceae	0.0025
Nostocaceae	0.0023
Oceanospirillaceae	0.0023
Opitutaceae	0.0014
Oxalobacteraceae	0.0031
Paenibacillaceae	0.0017
Parachlamydiaceae	0.0003
Parvularculaceae	0.0003
Pasteurellaceae	0.0074
Pelobacteraceae	0.0023
Peptococcaceae	0.0031
Peptostreptococcaceae	0.0014
Phyllobacteriaceae	0.0062
Piscirickettsiaceae	0.0025
Planctomycetaceae	0.0062
Polyangiaceae	0.0006
Porphyromonadaceae	0.0023
Prevotellaceae	0.0031
Prochlorococcaceae	0.0057
Propionibacteriaceae	0.0042
Pseudoalteromonadaceae	0.0014
Pseudomonadaceae	0.0076
Pseudonocardiaceae	0.0034
Psychromonadaceae	0.0008
Rhizobiaceae	0.0085
Rhodobacteraceae	0.0252
Rhodocyclaceae	0.0020
Rhodospirillaceae	0.0028
Rhodothermaceae	0.0014
Rickettsiaceae	0.0048
Rikenellaceae	0.0014
Rubrobacteraceae	0.0014
Ruminococcaceae	0.0113
Sanguibacteraceae	0.0003
Shewanellaceae	0.0057
Solibacteraceae	0.0011
Sphaerobacteraceae	0.0003
Sphingomonadaceae	0.0051
Spirochaetaceae	0.0139
Staphylococcaceae	0.0071
Streptococcaceae	0.0057
Streptomycetaceae	0.0051
Streptosporangiaceae	0.0008
Synergistaceae	0.0074
Syntrophobacteraceae	0.0025
Syntrophomonadaceae	0.0025
Thermaceae	0.0014
Thermoanaerobacteraceae	0.0023
Thermoanaerobacterales Family III. Incertae Sedis	0.0037
Thermodesulfobiaceae	0.0017
Thermomicrobiaceae	0.0006
Thermomonosporaceae	0.0006
Thermoplasmataceae	0.0003
Thermotogaceae	0.0068
Thiotrichaceae	0.0020
Tsukamurellaceae	0.0025
Veillonellaceae	0.0031
Verrucomicrobiaceae	0.0037
Vibrionaceae	0.0040
Xanthobacteraceae	0.0025
Xanthomonadaceae	0.0057
unclassified	0.0455
