taxa	abundance
Acholeplasmatales	0.0767
Acidimicrobiales	0.0017
Acidithiobacillales	0.0008
Acidobacteriales	0.0011
Actinomycetales	0.1949
Aeromonadales	0.0011
Alteromonadales	0.0141
Aquificales	0.0074
Bacillales	0.0289
Bacteroidales	0.0085
Bacteroidetes Order II. Incertae sedis	0.0014
Bdellovibrionales	0.0014
Bifidobacteriales	0.0093
Burkholderiales	0.0246
Campylobacterales	0.0122
Cardiobacteriales	0.0028
Caulobacterales	0.0062
Chlamydiales	0.0085
Chlorobiales	0.0042
Chloroflexales	0.0014
Chromatiales	0.0071
Chroococcales	0.0071
Clostridiales	0.0736
Coriobacteriales	0.0042
Cytophagales	0.0031
Deinococcales	0.0020
Desulfobacterales	0.0037
Desulfovibrionales	0.0037
Desulfurococcales	0.0003
Desulfuromonadales	0.0051
Dictyoglomales	0.0017
Elusimicrobiales	0.0031
Enterobacteriales	0.0693
Entomoplasmatales	0.0023
Erysipelotrichales	0.0232
Fibrobacterales	0.0017
Flavobacteriales	0.0096
Fusobacteriales	0.0025
Gallionellales	0.0011
Gemmatimonadales	0.0025
Gloeobacterales	0.0011
Halanaerobiales	0.0006
Halobacteriales	0.0003
Herpetosiphonales	0.0017
Hydrogenophilales	0.0008
Lactobacillales	0.0724
Legionellales	0.0054
Mariprofundales	0.0003
Methanosarcinales	0.0003
Methylacidiphilales	0.0017
Methylophilales	0.0028
Mycoplasmatales	0.0158
Myxococcales	0.0062
Natranaerobiales	0.0011
Nautiliales	0.0011
Neisseriales	0.0048
Nitrosomonadales	0.0037
Nitrospirales	0.0028
Nostocales	0.0023
Oceanospirillales	0.0051
Oscillatoriales	0.0037
Parvularculales	0.0003
Pasteurellales	0.0074
Planctomycetales	0.0062
Prochlorales	0.0057
Pseudomonadales	0.0164
Rhizobiales	0.0424
Rhodobacterales	0.0314
Rhodocyclales	0.0020
Rhodospirillales	0.0054
Rickettsiales	0.0096
Rubrobacterales	0.0014
Selenomonadales	0.0031
Solibacterales	0.0011
Sphaerobacterales	0.0003
Sphingobacteriales	0.0006
Sphingomonadales	0.0079
Spirochaetales	0.0218
Synergistales	0.0074
Syntrophobacterales	0.0025
Thermales	0.0014
Thermoanaerobacterales	0.0076
Thermomicrobiales	0.0006
Thermoplasmatales	0.0003
Thermotogales	0.0068
Thiotrichales	0.0113
Verrucomicrobiales	0.0037
Vibrionales	0.0040
Xanthomonadales	0.0057
unclassified	0.0175
