taxa	abundance
Acidobacteria	0.0025
Actinobacteria	0.2217
Aquificae	0.0037
Bacteroidetes	0.0288
Chlamydiae	0.0085
Chlorobi	0.0040
Chloroflexi	0.0079
Crenarchaeota	0.0003
Cyanobacteria	0.0153
Deinococcus-Thermus	0.0040
Dictyoglomi	0.0008
Elusimicrobia	0.0020
Fibrobacteres	0.0008
Firmicutes	0.2339
Fusobacteria	0.0020
Gemmatimonadetes	0.0017
Korarchaeota	0.0003
Nitrospirae	0.0023
Planctomycetes	0.0068
Proteobacteria	0.3187
Spirochaetes	0.0240
Synergistetes	0.0025
Tenericutes	0.0964
Thermotogae	0.0062
Verrucomicrobia	0.0048
