taxa	abundance
Gallionella	0.0011
Gardnerella	0.0034
Gemella	0.0003
Gemmata	0.0020
Gemmatimonas	0.0017
Geobacillus	0.0008
Geobacter	0.0025
Geodermatophilus	0.0034
Gloeobacter	0.0017
Gluconacetobacter	0.0006
Gluconobacter	0.0003
Gordonia	0.0020
Gordonibacter	0.0006
Granulibacter	0.0003
Haemophilus	0.0034
Halomonas	0.0003
Halorhodospira	0.0017
Halothermothrix	0.0011
Halothiobacillus	0.0011
Helicobacter	0.0031
Heliobacterium	0.0011
Herpetosiphon	0.0023
Hirschia	0.0028
Hoeflea	0.0011
Holdemania	0.0014
Hydrogenivirga	0.0006
Hydrogenobacter	0.0011
Hydrogenobaculum	0.0008
Hyphomicrobium	0.0020
Hyphomonas	0.0011
Idiomarina	0.0008
Janibacter	0.0283
Jannaschia	0.0006
Jonesia	0.0011
Jonquetella	0.0003
Kangiella	0.0008
Kineococcus	0.0023
Kingella	0.0006
Kocuria	0.0040
Kordia	0.0008
Kosmotoga	0.0011
Kribbella	0.0017
Kytococcus	0.0034
Labrenzia	0.0011
Lactobacillus	0.0158
Lactococcus	0.0006
Laribacter	0.0006
Lawsonia	0.0006
Leeuwenhoekiella	0.0006
Legionella	0.0020
Leifsonia	0.0008
Leptospira	0.0057
Leuconostoc	0.0085
Limnobacter	0.0014
Listeria	0.0110
Loktanella	0.0017
Lutiella	0.0017
Lyngbya	0.0003
Lysinibacillus	0.0006
Magnetococcus	0.0011
Magnetospirillum	0.0006
Maricaulis	0.0003
Marinobacter	0.0014
Marinomonas	0.0006
Mariprofundus	0.0003
Megasphaera	0.0006
Meiothermus	0.0008
Mesoplasma	0.0011
Mesorhizobium	0.0006
Methylacidiphilum	0.0011
Methylobacillus	0.0003
Methylobacterium	0.0037
Methylocella	0.0008
Methylococcus	0.0014
Methylophaga	0.0008
Methylotenera	0.0017
Methylovorus	0.0006
Micrococcus	0.0017
Microcoleus	0.0006
Microcystis	0.0006
Micromonospora	0.0020
Microscilla	0.0008
Mitsuokella	0.0003
Mobiluncus	0.0034
Moorella	0.0006
Moraxella	0.0003
Mycobacterium	0.0164
Mycoplasma	0.0113
Natranaerobius	0.0008
Neisseria	0.0020
Neorickettsia	0.0003
Neptuniibacter	0.0006
Nitratiruptor	0.0008
Nitrobacter	0.0008
Nitrococcus	0.0017
Nitrosococcus	0.0011
Nitrosomonas	0.0020
Nocardioides	0.0008
Nocardiopsis	0.0011
Novosphingobium	0.0017
Oceanibulbus	0.0006
Oceanicaulis	0.0008
Oceanicola	0.0028
Oceanobacillus	0.0014
Ochrobactrum	0.0011
Oenococcus	0.0260
Opitutus	0.0008
Oribacterium	0.0008
Orientia	0.0025
Oxalobacter	0.0025
Paenibacillus	0.0025
Paludibacter	0.0008
Pantoea	0.0008
Parabacteroides	0.0011
Paracoccus	0.0017
Parvibaculum	0.0011
Parvularcula	0.0008
Pectobacterium	0.0003
Pediococcus	0.0023
Pedobacter	0.0003
Pelagibaca	0.0006
Pelobacter	0.0008
Pelodictyon	0.0011
Pelotomaculum	0.0003
Peptoniphilus	0.0008
Peptostreptococcus	0.0028
Petrotoga	0.0017
Phaeobacter	0.0006
Phenylobacterium	0.0008
Photobacterium	0.0008
Pirellula	0.0014
Planctomyces	0.0014
Plesiocystis	0.0017
Polaribacter	0.0008
Polaromonas	0.0011
Polynucleobacter	0.0014
Porphyromonas	0.0006
Prevotella	0.0045
Prochlorococcus	0.0054
Propionibacterium	0.0037
Proteus	0.0006
Providencia	0.0006
Pseudoalteromonas	0.0014
Pseudomonas	0.0054
Pseudoxanthomonas	0.0008
Psychrobacter	0.0011
Psychromonas	0.0006
Pyramidobacter	0.0006
Ralstonia	0.0023
Reinekea	0.0008
Renibacterium	0.0028
Rhizobium	0.0054
Rhodobacter	0.0037
Rhodococcus	0.0037
Rhodomicrobium	0.0017
Rhodopirellula	0.0011
Rhodopseudomonas	0.0034
Rhodospirillum	0.0028
Rhodothermus	0.0008
Rickettsia	0.0017
Rickettsiella	0.0011
Riemerella	0.0006
Robiginitalea	0.0008
Roseburia	0.0006
Roseibium	0.0014
Roseiflexus	0.0011
Roseobacter	0.0011
Roseovarius	0.0008
Rothia	0.0130
Rubrobacter	0.0011
Ruegeria	0.0028
Ruminococcus	0.0093
Saccharomonospora	0.0020
Saccharopolyspora	0.0008
Sagittula	0.0006
Salinibacter	0.0008
Salinispora	0.0006
Salmonella	0.0246
Sanguibacter	0.0008
Selenomonas	0.0014
Serratia	0.0008
Shewanella	0.0034
Shigella	0.0003
Shuttleworthia	0.0008
Sideroxydans	0.0008
Simonsiella	0.0003
Sinorhizobium	0.0006
Slackia	0.0023
Sodalis	0.0003
Sorangium	0.0003
Sphaerobacter	0.0003
Sphingobacterium	0.0008
Sphingobium	0.0006
Sphingomonas	0.0003
Sphingopyxis	0.0006
Spirosoma	0.0011
Stackebrandtia	0.0023
Staphylococcus	0.0059
Starkeya	0.0003
Stenotrophomonas	0.0008
Stigmatella	0.0020
Streptobacillus	0.0008
Streptococcus	0.0062
Streptomyces	0.0059
Streptosporangium	0.0011
Subdoligranulum	0.0006
Sulfitobacter	0.0006
Sulfurihydrogenibium	0.0006
Sulfurimonas	0.0008
Sulfurospirillum	0.0003
Sulfurovum	0.0014
Symbiobacterium	0.0011
Synechococcus	0.0023
Synechocystis	0.0006
Syntrophobacter	0.0003
Syntrophomonas	0.0014
Syntrophus	0.0014
Teredinibacter	0.0006
Thauera	0.0006
Thermanaerovibrio	0.0006
Thermoanaerobacterium	0.0008
Thermobifida	0.0011
Thermodesulfovibrio	0.0023
Thermomicrobium	0.0017
Thermomonospora	0.0020
Thermosinus	0.0003
Thermosipho	0.0008
Thermosynechococcus	0.0011
Thermotoga	0.0017
Thermus	0.0014
Thioalkalivibrio	0.0003
Thiobacillus	0.0017
Thiomicrospira	0.0023
Thiomonas	0.0011
Tolumonas	0.0011
Treponema	0.0040
Trichodesmium	0.0008
Trichormus	0.0003
Tropheryma	0.0040
Tsukamurella	0.0011
Turicibacter	0.0011
Ureaplasma	0.0006
Variovorax	0.0003
Veillonella	0.0003
Verminephrobacter	0.0003
Verrucomicrobium	0.0003
Vibrio	0.0017
Weissella	0.0113
Wigglesworthia	0.0051
Wolbachia	0.0003
Wolinella	0.0008
Xanthomonas	0.0008
Xenorhabdus	0.0003
Xylella	0.0020
Yersinia	0.0006
Zunongwangia	0.0006
Zymomonas	0.0008
unclassified	0.0359
