taxa	abundance
Abiotrophia	0.0065
Acaryochloris	0.0003
Acetobacter	0.0003
Acholeplasma	0.0079
Acidaminococcus	0.0003
Acidimicrobium	0.0017
Acidiphilium	0.0003
Acidithiobacillus	0.0006
Acidothermus	0.0034
Acidovorax	0.0008
Acinetobacter	0.0048
Actinobacillus	0.0014
Actinomyces	0.0065
Actinosynnema	0.0017
Aeromicrobium	0.0006
Aeromonas	0.0008
Afipia	0.0008
Aggregatibacter	0.0003
Agrobacterium	0.0017
Akkermansia	0.0011
Albidiferax	0.0006
Alcanivorax	0.0006
Algoriphagus	0.0006
Alicycliphilus	0.0006
Alicyclobacillus	0.0008
Aliivibrio	0.0006
Alistipes	0.0003
Alkaliphilus	0.0020
Allochromatium	0.0006
Aminomonas	0.0003
Anaerobaculum	0.0006
Anaerococcus	0.0023
Anaerofustis	0.0011
Anaeromyxobacter	0.0014
Anaerostipes	0.0006
Anaerotruncus	0.0011
Anaplasma	0.0017
Anoxybacillus	0.0006
Aquifex	0.0003
Arcobacter	0.0008
Aromatoleum	0.0006
Arsenophonus	0.0003
Arthrobacter	0.0187
Asticcacaulis	0.0017
Atopobium	0.0008
Aurantimonas	0.0014
Azoarcus	0.0003
Azorhizobium	0.0003
Azospirillum	0.0008
Azotobacter	0.0006
Bacillus	0.0054
Bacteroides	0.0025
Bartonella	0.0028
Bdellovibrio	0.0020
Beggiatoa	0.0006
Beijerinckia	0.0008
Bermanella	0.0008
Beutenbergia	0.0006
Bifidobacterium	0.0136
Blastopirellula	0.0008
Blautia	0.0011
Bordetella	0.0017
Borrelia	0.0133
Brachybacterium	0.0011
Brachyspira	0.0011
Bradyrhizobium	0.0020
Brevibacillus	0.0006
Brevibacterium	0.0011
Brevundimonas	0.0008
Brucella	0.0040
Buchnera	0.0116
Bulleidia	0.0025
Burkholderia	0.0054
Butyrivibrio	0.0034
Caldanaerobacter	0.0003
Caldicellulosiruptor	0.0017
Caldivirga	0.0003
Caminibacter	0.0008
Campylobacter	0.0051
Candidatus Accumulibacter	0.0017
Candidatus Amoebophilus	0.0008
Candidatus Azobacteroides	0.0008
Candidatus Blochmannia	0.0040
Candidatus Hamiltonella	0.0017
Candidatus Korarchaeum	0.0003
Candidatus Koribacter	0.0011
Candidatus Liberibacter	0.0006
Candidatus Pelagibacter	0.0008
Candidatus Phytoplasma	0.0755
Candidatus Protochlamydia	0.0006
Candidatus Regiella	0.0003
Candidatus Solibacter	0.0014
Capnocytophaga	0.0006
Carboxydothermus	0.0003
Cardiobacterium	0.0011
Catenibacterium	0.0048
Catenulispora	0.0034
Catonella	0.0023
Caulobacter	0.0023
Cellvibrio	0.0014
Chelativorans	0.0014
Chitinophaga	0.0011
Chlamydia	0.0076
Chlamydophila	0.0003
Chlorobaculum	0.0006
Chlorobium	0.0011
Chloroflexus	0.0011
Chloroherpeton	0.0008
Chromobacterium	0.0008
Chromohalobacter	0.0008
Chryseobacterium	0.0006
Chthoniobacter	0.0011
Clavibacter	0.0014
Clostridium	0.0328
Collinsella	0.0017
Colwellia	0.0003
Comamonas	0.0003
Coprococcus	0.0006
Coprothermobacter	0.0017
Corynebacterium	0.0079
Coxiella	0.0023
Croceibacter	0.0003
Crocosphaera	0.0003
Cronobacter	0.0008
Cryptobacterium	0.0011
Cupriavidus	0.0011
Curvibacter	0.0003
Cyanothece	0.0008
Cylindrospermopsis	0.0003
Cytophaga	0.0006
Dechloromonas	0.0008
Dehalococcoides	0.0014
Deinococcus	0.0017
Dermacoccus	0.0006
Desulfatibacillum	0.0006
Desulfitobacterium	0.0006
Desulfobacterium	0.0008
Desulfococcus	0.0006
Desulfohalobium	0.0006
Desulfomicrobium	0.0003
Desulfonatronospira	0.0003
Desulfotalea	0.0017
Desulfotomaculum	0.0020
Desulfovibrio	0.0040
Desulfurivibrio	0.0008
Desulfuromonas	0.0003
Dethiobacter	0.0003
Dethiosulfovibrio	0.0003
Dialister	0.0008
Dichelobacter	0.0006
Dickeya	0.0031
Dictyoglomus	0.0008
Dinoroseobacter	0.0008
Dorea	0.0014
Dyadobacter	0.0008
Edwardsiella	0.0133
Ehrlichia	0.0008
Eikenella	0.0011
Elusimicrobium	0.0020
Enhydrobacter	0.0003
Enterococcus	0.0017
Erwinia	0.0003
Erysipelothrix	0.0017
Erythrobacter	0.0023
Escherichia	0.0031
Ethanoligenens	0.0011
Eubacterium	0.0040
Exiguobacterium	0.0003
Faecalibacterium	0.0020
Ferrimonas	0.0006
Fervidobacterium	0.0008
Fibrobacter	0.0008
Finegoldia	0.0017
Flavobacterium	0.0006
Francisella	0.0040
Frankia	0.0288
Fulvimarina	0.0011
Fusobacterium	0.0011
