taxa	abundance
Gloeobacter	0.0014
Gluconacetobacter	0.0003
Gluconobacter	0.0003
Gordonia	0.0003
Gramella	0.0006
Granulibacter	0.0011
Granulicatella	0.0011
Haemophilus	0.0342
Hahella	0.0028
Haliangium	0.0017
Halorhodospira	0.0031
Halothermothrix	0.0006
Halothiobacillus	0.0008
Helicobacter	0.0023
Herminiimonas	0.0008
Herpetosiphon	0.0006
Histophilus	0.0020
Hoeflea	0.0006
Holdemania	0.0006
Hydrogenivirga	0.0006
Hydrogenobacter	0.0014
Hydrogenobaculum	0.0017
Hyphomicrobium	0.0011
Hyphomonas	0.0011
Idiomarina	0.0011
Janibacter	0.0003
Janthinobacterium	0.0011
Jonesia	0.0014
Jonquetella	0.0014
Kangiella	0.0014
Kineococcus	0.0014
Kingella	0.0003
Klebsiella	0.0020
Kordia	0.0011
Kosmotoga	0.0006
Kribbella	0.0011
Kytococcus	0.0017
Labrenzia	0.0014
Lactobacillus	0.0215
Lactococcus	0.0023
Laribacter	0.0014
Lawsonia	0.0011
Legionella	0.0017
Leifsonia	0.0006
Leptospira	0.0017
Leptospirillum	0.0020
Leptothrix	0.0006
Leptotrichia	0.0023
Leuconostoc	0.0023
Limnobacter	0.0014
Listeria	0.0110
Lutiella	0.0014
Lysinibacillus	0.0020
Macrococcus	0.0008
Magnetococcus	0.0014
Magnetospirillum	0.0031
Mannheimia	0.0003
Maricaulis	0.0006
Marinobacter	0.0011
Marinomonas	0.0006
Maritimibacter	0.0011
Megamonas	0.0006
Megasphaera	0.0006
Meiothermus	0.0003
Mesoplasma	0.0017
Mesorhizobium	0.0020
Methanocella	0.0003
Methanococcoides	0.0003
Methylacidiphilum	0.0025
Methylibium	0.0017
Methylobacillus	0.0020
Methylobacterium	0.0037
Methylocella	0.0011
Methylococcus	0.0006
Methylophaga	0.0006
Methylotenera	0.0006
Methylovorus	0.0003
Micrococcus	0.0020
Microcoleus	0.0003
Microcystis	0.0014
Micromonospora	0.0014
Microscilla	0.0020
Mitsuokella	0.0003
Mobiluncus	0.0020
Moorella	0.0014
Moritella	0.0020
Mycobacterium	0.0062
Mycoplasma	0.0226
Myxococcus	0.0011
Nakamurella	0.0017
Natranaerobius	0.0003
Nautilia	0.0011
Neisseria	0.0181
Neorickettsia	0.0003
Neptuniibacter	0.0003
Nitrobacter	0.0028
Nitrococcus	0.0008
Nitrosococcus	0.0011
Nitrosomonas	0.0006
Nitrosospira	0.0006
Nocardia	0.0011
Nocardioides	0.0014
Nocardiopsis	0.0003
Nostoc	0.0011
Novosphingobium	0.0003
Oceanicaulis	0.0008
Oceanicola	0.0003
Oceanobacillus	0.0020
Ochrobactrum	0.0008
Octadecabacter	0.0006
Oenococcus	0.0014
Oligotropha	0.0011
Oribacterium	0.0017
Orientia	0.0031
Oxalobacter	0.0025
Paenibacillus	0.0023
Pantoea	0.0011
Parabacteroides	0.0011
Parvibaculum	0.0031
Parvularcula	0.0025
Pasteurella	0.0003
Pectobacterium	0.0040
Pediococcus	0.0028
Pedobacter	0.0003
Pelagibaca	0.0006
Pelobacter	0.0020
Pelotomaculum	0.0008
Peptoniphilus	0.0006
Peptostreptococcus	0.0008
Petrotoga	0.0023
Phaeobacter	0.0003
Phenylobacterium	0.0003
Photobacterium	0.0023
Photorhabdus	0.0008
Pirellula	0.0020
Planctomyces	0.0014
Polaribacter	0.0006
Polaromonas	0.0014
Polynucleobacter	0.0042
Porphyromonas	0.0017
Prevotella	0.0059
Prochlorococcus	0.0057
Propionibacterium	0.0031
Prosthecochloris	0.0008
Proteus	0.0014
Pseudoalteromonas	0.0017
Pseudomonas	0.0091
Pseudovibrio	0.0008
Psychrobacter	0.0006
Psychroflexus	0.0003
Psychromonas	0.0014
Pyramidobacter	0.0008
Ralstonia	0.0062
Raphidiopsis	0.0003
Reinekea	0.0025
Renibacterium	0.0008
Rhizobium	0.0028
Rhodobacter	0.0014
Rhodococcus	0.0008
Rhodomicrobium	0.0023
Rhodopirellula	0.0003
Rhodopseudomonas	0.0062
Rhodospirillum	0.0025
Rhodothermus	0.0006
Rickettsia	0.0020
Rickettsiella	0.0011
Robiginitalea	0.0006
Roseibium	0.0006
Roseiflexus	0.0008
Roseobacter	0.0031
Roseovarius	0.0017
Rothia	0.0048
Rubrobacter	0.0003
Ruegeria	0.0011
Ruminococcus	0.0119
Saccharomonospora	0.0014
Saccharophagus	0.0011
Salinibacter	0.0025
Salmonella	0.0091
Sanguibacter	0.0014
Sebaldella	0.0014
Selenomonas	0.0020
Serratia	0.0028
Shewanella	0.0048
Shuttleworthia	0.0006
Sideroxydans	0.0006
Sinorhizobium	0.0011
Slackia	0.0017
Sodalis	0.0020
Sorangium	0.0011
Sphaerobacter	0.0003
Sphingobacterium	0.0008
Sphingobium	0.0006
Sphingomonas	0.0014
Sphingopyxis	0.0006
Spirosoma	0.0020
Stackebrandtia	0.0017
Staphylococcus	0.0071
Stenotrophomonas	0.0006
Streptococcus	0.0314
Streptomyces	0.0207
Sulfitobacter	0.0003
Sulfurihydrogenibium	0.0014
Sulfurimonas	0.0008
Sulfurospirillum	0.0006
Sulfurovum	0.0006
Symbiobacterium	0.0006
Synechococcus	0.0028
Synechocystis	0.0006
Syntrophobacter	0.0008
Syntrophomonas	0.0011
Syntrophus	0.0014
Teredinibacter	0.0006
Thauera	0.0003
Thermanaerovibrio	0.0006
Thermoanaerobacter	0.0006
Thermoanaerobacterium	0.0014
Thermocrinis	0.0003
Thermodesulfovibrio	0.0014
Thermomicrobium	0.0006
Thermomonospora	0.0014
Thermoplasma	0.0003
Thermosinus	0.0006
Thermosynechococcus	0.0006
Thermotoga	0.0008
Thermus	0.0014
Thioalkalivibrio	0.0020
Thiobacillus	0.0028
Thiomicrospira	0.0017
Thiomonas	0.0011
Tolumonas	0.0008
Treponema	0.0025
Trichodesmium	0.0003
Trichormus	0.0003
Tropheryma	0.0037
Tsukamurella	0.0014
Turicibacter	0.0008
Ureaplasma	0.0020
Variovorax	0.0025
Veillonella	0.0011
Verminephrobacter	0.0003
Verrucomicrobium	0.0008
Vibrio	0.0059
Weissella	0.0020
Wigglesworthia	0.0037
Wolbachia	0.0017
Wolinella	0.0006
Xanthomonas	0.0028
Xenorhabdus	0.0006
Xylanimonas	0.0003
Xylella	0.0042
Yersinia	0.0054
Zymomonas	0.0006
unclassified	0.0207
