taxa	abundance
Acholeplasmatales	0.0071
Acidimicrobiales	0.0017
Acidobacteriales	0.0008
Actinomycetales	0.0979
Aeromonadales	0.0014
Alteromonadales	0.0167
Aquificales	0.0059
Bacillales	0.0393
Bacteroidales	0.0130
Bacteroidetes Order II. Incertae sedis	0.0034
Bdellovibrionales	0.0008
Bifidobacteriales	0.0156
Burkholderiales	0.0563
Campylobacterales	0.0317
Cardiobacteriales	0.0037
Caulobacterales	0.0031
Chlamydiales	0.0025
Chlorobiales	0.0042
Chloroflexales	0.0011
Chromatiales	0.0091
Chroococcales	0.0093
Clostridiales	0.0744
Coriobacteriales	0.0059
Cytophagales	0.0042
Deinococcales	0.0006
Desulfobacterales	0.0025
Desulfovibrionales	0.0074
Desulfuromonadales	0.0074
Dictyoglomales	0.0008
Elusimicrobiales	0.0011
Enterobacteriales	0.0974
Entomoplasmatales	0.0017
Erysipelotrichales	0.0054
Fibrobacterales	0.0006
Flavobacteriales	0.0085
Fusobacteriales	0.0057
Gallionellales	0.0017
Gemmatimonadales	0.0031
Gloeobacterales	0.0014
Halanaerobiales	0.0006
Herpetosiphonales	0.0006
Hydrogenophilales	0.0028
Lactobacillales	0.0708
Legionellales	0.0040
Methanocellales	0.0003
Methanosarcinales	0.0003
Methylacidiphilales	0.0025
Methylococcales	0.0006
Methylophilales	0.0034
Mycoplasmatales	0.0246
Myxococcales	0.0048
Natranaerobiales	0.0003
Nautiliales	0.0017
Neisseriales	0.0229
Nitrosomonadales	0.0011
Nitrospirales	0.0034
Nostocales	0.0020
Oceanospirillales	0.0076
Oscillatoriales	0.0011
Parvularculales	0.0025
Pasteurellales	0.0410
Planctomycetales	0.0054
Prochlorales	0.0057
Pseudomonadales	0.0150
Rhizobiales	0.0518
Rhodobacterales	0.0184
Rhodocyclales	0.0045
Rhodospirillales	0.0096
Rickettsiales	0.0133
Rubrobacterales	0.0003
Selenomonadales	0.0088
Solibacterales	0.0006
Sphaerobacterales	0.0003
Sphingobacteriales	0.0014
Sphingomonadales	0.0051
Spirochaetales	0.0082
Synergistales	0.0065
Syntrophobacterales	0.0023
Thermales	0.0017
Thermoanaerobacterales	0.0130
Thermomicrobiales	0.0006
Thermoplasmatales	0.0003
Thermotogales	0.0042
Thiotrichales	0.0275
Verrucomicrobiales	0.0045
Vibrionales	0.0116
Xanthomonadales	0.0082
unclassified	0.0175
