taxa	abundance
Polynucleobacter	0.0008
Porphyromonas	0.0006
Prevotella	0.0057
Prochlorococcus	0.0062
Propionibacterium	0.0108
Proteus	0.0008
Providencia	0.0006
Pseudoalteromonas	0.0014
Pseudomonas	0.0068
Pseudovibrio	0.0020
Psychrobacter	0.0011
Psychroflexus	0.0003
Psychromonas	0.0020
Pyramidobacter	0.0008
Pyrobaculum	0.0023
Pyrococcus	0.0008
Ralstonia	0.0023
Renibacterium	0.0011
Rhizobium	0.0020
Rhodobacter	0.0020
Rhodococcus	0.0071
Rhodomicrobium	0.0014
Rhodopirellula	0.0023
Rhodopseudomonas	0.0082
Rhodospirillum	0.0028
Rhodothermus	0.0006
Rickettsia	0.0020
Rickettsiella	0.0008
Roseburia	0.0008
Roseibium	0.0006
Roseiflexus	0.0020
Roseobacter	0.0017
Roseovarius	0.0011
Rothia	0.0042
Rubrobacter	0.0031
Ruegeria	0.0003
Ruminococcus	0.0028
Saccharophagus	0.0003
Saccharopolyspora	0.0020
Salinibacter	0.0008
Salinispora	0.0008
Salmonella	0.0006
Sanguibacter	0.0017
Sebaldella	0.0003
Selenomonas	0.0031
Serratia	0.0008
Shewanella	0.0031
Shuttleworthia	0.0003
Sideroxydans	0.0011
Sinorhizobium	0.0011
Slackia	0.0011
Sodalis	0.0003
Sorangium	0.0028
Sphaerobacter	0.0011
Sphingobium	0.0006
Sphingomonas	0.0008
Sphingopyxis	0.0006
Spirosoma	0.0006
Stackebrandtia	0.0042
Staphylococcus	0.0054
Stenotrophomonas	0.0023
Stigmatella	0.0122
Streptobacillus	0.0003
Streptococcus	0.0133
Streptomyces	0.0133
Streptosporangium	0.0020
Subdoligranulum	0.0008
Sulfolobus	0.0028
Sulfurihydrogenibium	0.0014
Sulfurimonas	0.0003
Sulfurospirillum	0.0003
Sulfurovum	0.0006
Symbiobacterium	0.0008
Synechococcus	0.0040
Synechocystis	0.0003
Syntrophobacter	0.0017
Syntrophomonas	0.0008
Syntrophus	0.0014
Teredinibacter	0.0003
Thalassobium	0.0003
Thermanaerovibrio	0.0006
Thermoanaerobacter	0.0008
Thermobifida	0.0028
Thermococcus	0.0023
Thermocrinis	0.0003
Thermodesulfovibrio	0.0008
Thermofilum	0.0034
Thermomicrobium	0.0023
Thermomonospora	0.0011
Thermoplasma	0.0023
Thermoproteus	0.0014
Thermosinus	0.0003
Thermosipho	0.0011
Thermosynechococcus	0.0011
Thermotoga	0.0034
Thermus	0.0006
Thioalkalivibrio	0.0003
Thiomicrospira	0.0008
Thiomonas	0.0017
Tolumonas	0.0003
Treponema	0.0034
Trichodesmium	0.0008
Tropheryma	0.0006
Tsukamurella	0.0042
Ureaplasma	0.0008
Variovorax	0.0014
Verminephrobacter	0.0017
Verrucomicrobium	0.0008
Vibrio	0.0017
Weissella	0.0028
Wigglesworthia	0.0028
Wolbachia	0.0008
Wolinella	0.0006
Xanthobacter	0.0014
Xanthomonas	0.0028
Xenorhabdus	0.0003
Xylella	0.0011
Yersinia	0.0023
Zymomonas	0.0023
unclassified	0.0201
