taxa	abundance
Actinobacteria	0.0378
Aquificae	0.0008
Bacteroidetes	0.0814
Chlamydiae	0.0025
Chlorobi	0.0008
Chloroflexi	0.0008
Crenarchaeota	0.0017
Cyanobacteria	0.0025
Elusimicrobia	0.0008
Euryarchaeota	0.0025
Firmicutes	0.7701
Planctomycetes	0.0008
Proteobacteria	0.0881
Spirochaetes	0.0034
Synergistetes	0.0008
Tenericutes	0.0025
Thaumarchaeota	0.0008
Thermotogae	0.0008
Verrucomicrobia	0.0008
