taxa	abundance
Actinobacteria (class)	0.0311
Alphaproteobacteria	0.0167
Bacilli	0.0167
Bacteroidia	0.1555
Betaproteobacteria	0.0431
Clostridia	0.6268
Epsilonproteobacteria	0.0072
Erysipelotrichi	0.0191
Gammaproteobacteria	0.0455
Mollicutes	0.0096
Negativicutes	0.0167
Planctomycetia	0.0024
Thermoprotei	0.0024
Thermotogae (class)	0.0024
unclassified	0.0048
