taxa	abundance
Actinobacteria	0.0311
Bacteroidetes	0.1555
Crenarchaeota	0.0024
Cyanobacteria	0.0024
Firmicutes	0.6794
Planctomycetes	0.0024
Proteobacteria	0.1124
Tenericutes	0.0096
Thermotogae	0.0024
Verrucomicrobia	0.0024
