taxa	abundance
Acidobacteria	0.0017
Actinobacteria	0.2910
Aquificae	0.0034
Bacteroidetes	0.0401
Chlamydiae	0.0054
Chlorobi	0.0060
Chloroflexi	0.0063
Crenarchaeota	0.0202
Cyanobacteria	0.0202
Deinococcus-Thermus	0.0043
Dictyoglomi	0.0017
Elusimicrobia	0.0009
Euryarchaeota	0.0264
Fibrobacteres	0.0011
Firmicutes	0.1532
Fusobacteria	0.0048
Gemmatimonadetes	0.0017
Korarchaeota	0.0020
Nitrospirae	0.0014
Planctomycetes	0.0071
Proteobacteria	0.3404
Spirochaetes	0.0068
Synergistetes	0.0051
Tenericutes	0.0375
Thaumarchaeota	0.0020
Thermotogae	0.0048
Verrucomicrobia	0.0045
