taxa	abundance
Actinobacteria (class)	0.2910
Alphaproteobacteria	0.1262
Aquificae (class)	0.0034
Archaeoglobi	0.0023
Bacilli	0.0932
Bacteroidia	0.0071
Betaproteobacteria	0.0691
Chlamydiia	0.0054
Chlorobia	0.0060
Chloroflexi (class)	0.0031
Clostridia	0.0466
Cytophagia	0.0020
Dehalococcoidetes	0.0009
Deinococci	0.0043
Deltaproteobacteria	0.0205
Dictyoglomia	0.0017
Elusimicrobia (class)	0.0009
Epsilonproteobacteria	0.0207
Erysipelotrichi	0.0068
Fibrobacteria	0.0011
Flavobacteriia	0.0077
Fusobacteriia	0.0048
Gammaproteobacteria	0.1009
Gemmatimonadetes (class)	0.0017
Gloeobacteria	0.0017
Halobacteria	0.0043
Methanobacteria	0.0031
Methanococci	0.0023
Methanomicrobia	0.0071
Methanopyri	0.0006
Mollicutes	0.0375
Negativicutes	0.0063
Nitrospira (class)	0.0014
Opitutae	0.0003
Planctomycetia	0.0071
Solibacteres	0.0006
Spartobacteria	0.0011
Sphingobacteriia	0.0009
Spirochaetia	0.0068
Synergistia	0.0051
Thermococci	0.0043
Thermomicrobia (class)	0.0023
Thermoplasmata	0.0017
Thermoprotei	0.0202
Thermotogae (class)	0.0048
Verrucomicrobiae	0.0023
Zetaproteobacteria	0.0009
unclassified	0.0503
