taxa	abundance
Cupriavidus	0.0017
Cyanobium	0.0006
Cyanothece	0.0014
Cytophaga	0.0009
Dechloromonas	0.0003
Dehalococcoides	0.0009
Deinococcus	0.0023
Desulfatibacillum	0.0006
Desulfitobacterium	0.0003
Desulfococcus	0.0009
Desulfohalobium	0.0003
Desulfomicrobium	0.0003
Desulfonatronospira	0.0006
Desulfotalea	0.0003
Desulfotomaculum	0.0006
Desulfovibrio	0.0051
Desulfurococcus	0.0009
Desulfuromonas	0.0003
Dethiobacter	0.0003
Dethiosulfovibrio	0.0003
Dialister	0.0014
Dickeya	0.0011
Dictyoglomus	0.0017
Dinoroseobacter	0.0006
Dokdonia	0.0003
Dorea	0.0006
Edwardsiella	0.0014
Eggerthella	0.0009
Ehrlichia	0.0020
Eikenella	0.0003
Elusimicrobium	0.0009
Endoriftia	0.0006
Enterobacter	0.0020
Enterococcus	0.0017
Erwinia	0.0006
Erysipelothrix	0.0017
Erythrobacter	0.0031
Escherichia	0.0028
Ethanoligenens	0.0011
Eubacterium	0.0023
Exiguobacterium	0.0009
Faecalibacterium	0.0014
Ferrimonas	0.0003
Ferroglobus	0.0009
Ferroplasma	0.0006
Fervidobacterium	0.0009
Fibrobacter	0.0011
Finegoldia	0.0009
Flavobacterium	0.0020
Francisella	0.0063
Frankia	0.0020
Fulvimarina	0.0026
Fusobacterium	0.0026
Gallionella	0.0009
Gardnerella	0.0281
Gemella	0.0003
Gemmatimonas	0.0017
Geobacillus	0.0011
Geobacter	0.0031
Glaciecola	0.0003
Gloeobacter	0.0017
Gluconacetobacter	0.0009
Gordonia	0.0034
Gordonibacter	0.0003
Granulibacter	0.0006
Granulicatella	0.0006
Haemophilus	0.0017
Hahella	0.0003
Haloarcula	0.0006
Halobacterium	0.0006
Haloferax	0.0003
Halogeometricum	0.0003
Halomonas	0.0003
Haloquadratum	0.0011
Halothermothrix	0.0006
Halothiobacillus	0.0009
Helicobacter	0.0139
Herbaspirillum	0.0009
Herminiimonas	0.0023
Herpetosiphon	0.0009
Hirschia	0.0017
Hoeflea	0.0028
Holdemania	0.0023
Hydrogenivirga	0.0003
Hydrogenobacter	0.0009
Hydrogenobaculum	0.0017
Hyperthermus	0.0009
Hyphomicrobium	0.0031
Hyphomonas	0.0011
Idiomarina	0.0003
Ignicoccus	0.0011
Janibacter	0.0031
Jannaschia	0.0003
Janthinobacterium	0.0006
Jonesia	0.0011
Jonquetella	0.0014
Kangiella	0.0006
Kineococcus	0.0023
Kingella	0.0003
Kitasatospora	0.0011
Klebsiella	0.0014
Kocuria	0.0023
Kordia	0.0003
Kosmotoga	0.0009
Kribbella	0.0006
Kytococcus	0.0043
Lactobacillus	0.0213
Lactococcus	0.0006
Laribacter	0.0011
Lawsonia	0.0006
Leeuwenhoekiella	0.0003
Legionella	0.0006
Leifsonia	0.0003
Leptospira	0.0014
Leptothrix	0.0020
Leptotrichia	0.0006
Leuconostoc	0.0071
Limnobacter	0.0011
Listeria	0.0020
Loktanella	0.0017
Lyngbya	0.0006
Lysinibacillus	0.0006
Magnetococcus	0.0023
Magnetospirillum	0.0003
Maribacter	0.0003
Maricaulis	0.0014
Marinobacter	0.0006
Marinomonas	0.0006
Mariprofundus	0.0009
Maritimibacter	0.0006
Megamonas	0.0006
Megasphaera	0.0009
Meiothermus	0.0009
Mesoplasma	0.0009
Mesorhizobium	0.0009
Metallosphaera	0.0003
Methanobrevibacter	0.0017
Methanocaldococcus	0.0003
Methanocella	0.0011
Methanococcoides	0.0020
Methanococcus	0.0020
Methanocorpusculum	0.0017
Methanohalophilus	0.0003
Methanopyrus	0.0006
Methanosaeta	0.0009
Methanosarcina	0.0006
Methanosphaera	0.0014
Methanospirillum	0.0006
Methylacidiphilum	0.0009
Methylibium	0.0011
Methylobacillus	0.0003
Methylobacterium	0.0063
Methylocella	0.0009
Methylococcus	0.0011
Methylophaga	0.0006
Methylotenera	0.0023
Methylovorus	0.0003
Micrococcus	0.0065
Micromonospora	0.0006
Microscilla	0.0006
Mitsuokella	0.0006
Mobiluncus	0.0020
Moorella	0.0011
Mycobacterium	0.0318
Mycoplasma	0.0290
Myxococcus	0.0006
Nakamurella	0.0026
Natranaerobius	0.0006
Natrialba	0.0003
Natronomonas	0.0011
Neisseria	0.0037
Neorickettsia	0.0011
Neptuniibacter	0.0003
Nitratiruptor	0.0003
Nitrobacter	0.0043
Nitrococcus	0.0026
Nitrosococcus	0.0009
Nitrosomonas	0.0006
Nitrosopumilus	0.0006
Nitrosospira	0.0028
Nocardia	0.0009
Nocardioides	0.0006
Nodularia	0.0003
Novosphingobium	0.0009
Oceanicaulis	0.0014
Oceanicola	0.0009
Oceanobacillus	0.0003
Ochrobactrum	0.0014
Octadecabacter	0.0006
Oenococcus	0.0119
Olsenella	0.0011
Opitutus	0.0003
Oribacterium	0.0045
Orientia	0.0014
Oxalobacter	0.0009
Paenibacillus	0.0020
Paracoccus	0.0014
Parvibaculum	0.0020
Parvularcula	0.0020
Pasteurella	0.0003
Pectobacterium	0.0011
Pediococcus	0.0017
Pelagibaca	0.0006
Pelobacter	0.0009
Pelodictyon	0.0009
Pelotomaculum	0.0006
Peptostreptococcus	0.0006
Petrotoga	0.0009
Phenylobacterium	0.0017
Photobacterium	0.0014
Photorhabdus	0.0009
Picrophilus	0.0006
Pirellula	0.0023
Planctomyces	0.0014
Polaribacter	0.0006
Polaromonas	0.0003
Polynucleobacter	0.0011
Porphyromonas	0.0009
Prevotella	0.0031
Prochlorococcus	0.0054
Propionibacterium	0.0043
Prosthecochloris	0.0009
Proteus	0.0003
Providencia	0.0009
Pseudoalteromonas	0.0017
Pseudomonas	0.0040
Pseudovibrio	0.0009
Pseudoxanthomonas	0.0009
Psychrobacter	0.0009
Psychroflexus	0.0003
Psychromonas	0.0014
Pyramidobacter	0.0014
Pyrobaculum	0.0011
Pyrococcus	0.0006
Ralstonia	0.0040
Reinekea	0.0011
Renibacterium	0.0003
Rhizobium	0.0009
Rhodobacter	0.0040
Rhodococcus	0.0014
Rhodomicrobium	0.0017
Rhodopirellula	0.0023
Rhodopseudomonas	0.0057
Rhodospirillum	0.0034
Rickettsia	0.0014
Rickettsiella	0.0003
Robiginitalea	0.0003
Roseburia	0.0003
Roseiflexus	0.0020
Roseobacter	0.0009
Roseovarius	0.0023
Rothia	0.0009
Rubrobacter	0.0017
Ruegeria	0.0014
Ruminococcus	0.0048
Saccharopolyspora	0.0023
Sagittula	0.0003
Salinibacter	0.0222
Salinispora	0.0003
Salmonella	0.0028
Sanguibacter	0.0014
Sebaldella	0.0003
Selenomonas	0.0006
Serratia	0.0006
Shewanella	0.0034
Shigella	0.0003
Shuttleworthia	0.0009
Sideroxydans	0.0020
Simonsiella	0.0009
Sinorhizobium	0.0011
Slackia	0.0026
Sodalis	0.0003
Sorangium	0.0011
Sphaerobacter	0.0014
Sphingobium	0.0011
Sphingomonas	0.0017
Sphingopyxis	0.0031
Spiroplasma	0.0011
Stackebrandtia	0.0080
Staphylococcus	0.0074
Starkeya	0.0017
Stenotrophomonas	0.0014
Stigmatella	0.0006
Streptobacillus	0.0014
Streptococcus	0.0131
Streptomyces	0.0153
Streptosporangium	0.0011
Subdoligranulum	0.0006
Sulfolobus	0.0054
Sulfurihydrogenibium	0.0006
Sulfurimonas	0.0003
Sulfurospirillum	0.0006
Sulfurovum	0.0009
Sutterella	0.0017
Symbiobacterium	0.0006
Synechococcus	0.0063
Synechocystis	0.0011
Syntrophobacter	0.0003
Syntrophomonas	0.0006
Syntrophus	0.0017
Taylorella	0.0028
Teredinibacter	0.0009
Thermanaerovibrio	0.0006
Thermobifida	0.0009
Thermococcus	0.0037
Thermodesulfovibrio	0.0014
Thermofilum	0.0026
Thermomicrobium	0.0009
Thermomonospora	0.0011
Thermoplasma	0.0006
Thermosinus	0.0009
Thermosipho	0.0003
Thermosynechococcus	0.0006
Thermotoga	0.0017
Thermus	0.0009
Thioalkalivibrio	0.0014
Thiobacillus	0.0003
Thiomicrospira	0.0014
Thiomonas	0.0011
Tolumonas	0.0009
Treponema	0.0009
Trichodesmium	0.0006
Trichormus	0.0003
Tropheryma	0.0026
Tsukamurella	0.0014
Ureaplasma	0.0020
Variovorax	0.0020
Verminephrobacter	0.0006
Verrucomicrobium	0.0003
Vibrio	0.0048
Weissella	0.0028
Wigglesworthia	0.0017
Wolinella	0.0009
Xanthobacter	0.0011
Xanthomonas	0.0026
Xylanimonas	0.0034
Xylella	0.0082
Yersinia	0.0014
Zymomonas	0.0017
unclassified	0.0233
