taxa	abundance
Acetobacteraceae	0.0054
Acholeplasmataceae	0.0125
Acidaminococcaceae	0.0008
Acidimicrobiaceae	0.0025
Acidithiobacillaceae	0.0003
Acidothermaceae	0.0042
Actinomycetaceae	0.0020
Actinosynnemataceae	0.0065
Aerococcaceae	0.0011
Alcaligenaceae	0.0028
Alcanivoracaceae	0.0011
Alicyclobacillaceae	0.0011
Alteromonadaceae	0.0014
Anaplasmataceae	0.0139
Aquificaceae	0.0076
Archaeoglobaceae	0.0020
Aurantimonadaceae	0.0008
Bacillaceae	0.0108
Bacteroidaceae	0.0042
Bartonellaceae	0.0031
Bdellovibrionaceae	0.0037
Beijerinckiaceae	0.0028
Beutenbergiaceae	0.0011
Bifidobacteriaceae	0.0175
Blattabacteriaceae	0.0023
Brachyspiraceae	0.0031
Bradyrhizobiaceae	0.0110
Brevibacteriaceae	0.0011
Brucellaceae	0.0028
Burkholderiaceae	0.0130
Campylobacteraceae	0.0048
Cardiobacteriaceae	0.0023
Carnobacteriaceae	0.0031
Catenulisporaceae	0.0003
Caulobacteraceae	0.0045
Cellulomonadaceae	0.0003
Cenarchaeaceae	0.0037
Chlamydiaceae	0.0054
Chlorobiaceae	0.0057
Chloroflexaceae	0.0031
Chromatiaceae	0.0014
Clostridiaceae	0.0229
Clostridiales Family XI. Incertae Sedis	0.0034
Clostridiales Family XVIII. Incertae Sedis	0.0025
Comamonadaceae	0.0082
Coriobacteriaceae	0.0071
Corynebacteriaceae	0.0079
Coxiellaceae	0.0031
Cyclobacteriaceae	0.0031
Cystobacteraceae	0.0008
Cytophagaceae	0.0125
Deinococcaceae	0.0006
Dermacoccaceae	0.0011
Desulfobacteraceae	0.0040
Desulfobulbaceae	0.0031
Desulfohalobiaceae	0.0017
Desulfomicrobiaceae	0.0011
Desulfovibrionaceae	0.0082
Desulfurococcaceae	0.0054
Dictyoglomaceae	0.0014
Ectothiorhodospiraceae	0.0011
Elusimicrobiaceae	0.0011
Enterobacteriaceae	0.0821
Enterococcaceae	0.0048
Entomoplasmataceae	0.0003
Erysipelotrichaceae	0.0068
Erythrobacteraceae	0.0113
Eubacteriaceae	0.0040
Ferroplasmaceae	0.0008
Fibrobacteraceae	0.0006
Flavobacteriaceae	0.0110
Francisellaceae	0.0091
Frankiaceae	0.0102
Fusobacteriaceae	0.0040
Gallionellaceae	0.0006
Geobacteraceae	0.0040
Geodermatophilaceae	0.0031
Gordoniaceae	0.0008
Halanaerobiaceae	0.0023
Halobacteriaceae	0.0008
Halomonadaceae	0.0014
Halothiobacillaceae	0.0023
Helicobacteraceae	0.0045
Heliobacteriaceae	0.0006
Herpetosiphonaceae	0.0025
Hydrogenophilaceae	0.0003
Hydrogenothermaceae	0.0020
Hyphomicrobiaceae	0.0003
Hyphomonadaceae	0.0074
Idiomarinaceae	0.0003
Intrasporangiaceae	0.0023
Jonesiaceae	0.0006
Kineosporiaceae	0.0006
Kofleriaceae	0.0014
Lachnospiraceae	0.0076
Lactobacillaceae	0.0178
Legionellaceae	0.0054
Leptospiraceae	0.0048
Leptotrichiaceae	0.0042
Leuconostocaceae	0.0091
Listeriaceae	0.0085
Mariprofundaceae	0.0003
Methanobacteriaceae	0.0017
Methanocaldococcaceae	0.0008
Methanocellaceae	0.0003
Methanococcaceae	0.0014
Methanosaetaceae	0.0008
Methanosarcinaceae	0.0011
Methylacidiphilaceae	0.0017
Methylobacteriaceae	0.0025
Methylococcaceae	0.0017
Methylophilaceae	0.0008
Microchaetaceae	0.0008
Micrococcaceae	0.0059
Micromonosporaceae	0.0023
Moraxellaceae	0.0071
Mycobacteriaceae	0.0048
Mycoplasmataceae	0.0167
Myxococcaceae	0.0031
Natranaerobiaceae	0.0017
Nautiliaceae	0.0011
Neisseriaceae	0.0062
Nitrosomonadaceae	0.0031
Nitrospiraceae	0.0037
Nocardiaceae	0.0031
Nocardioidaceae	0.0017
Nocardiopsaceae	0.0023
Nostocaceae	0.0023
Oceanospirillaceae	0.0017
Opitutaceae	0.0023
Oxalobacteraceae	0.0025
Paenibacillaceae	0.0020
Parachlamydiaceae	0.0006
Parvularculaceae	0.0057
Pasteurellaceae	0.0099
Pelobacteraceae	0.0028
Peptococcaceae	0.0034
Peptostreptococcaceae	0.0017
Phyllobacteriaceae	0.0045
Picrophilaceae	0.0003
Piscirickettsiaceae	0.0011
Planctomycetaceae	0.0062
Polyangiaceae	0.0023
Porphyromonadaceae	0.0023
Prevotellaceae	0.0054
Prochlorococcaceae	0.0164
Promicromonosporaceae	0.0011
Propionibacteriaceae	0.0082
Pseudoalteromonadaceae	0.0014
Pseudomonadaceae	0.0068
Pseudonocardiaceae	0.0034
Psychromonadaceae	0.0003
Pyrodictiaceae	0.0014
Rhizobiaceae	0.0198
Rhodobacteraceae	0.0241
Rhodocyclaceae	0.0014
Rhodospirillaceae	0.0057
Rhodothermaceae	0.0020
Rickettsiaceae	0.0175
Rikenellaceae	0.0025
Rubrobacteraceae	0.0006
Ruminococcaceae	0.0076
Shewanellaceae	0.0057
Solibacteraceae	0.0006
Sphaerobacteraceae	0.0003
Sphingobacteriaceae	0.0037
Sphingomonadaceae	0.0093
Spirochaetaceae	0.0076
Staphylococcaceae	0.0161
Streptococcaceae	0.0136
Streptomycetaceae	0.0130
Streptosporangiaceae	0.0008
Sulfolobaceae	0.0068
Synergistaceae	0.0031
Syntrophaceae	0.0020
Syntrophobacteraceae	0.0011
Syntrophomonadaceae	0.0040
Thermaceae	0.0008
Thermoanaerobacteraceae	0.0020
Thermoanaerobacterales Family III. Incertae Sedis	0.0020
Thermococcaceae	0.0025
Thermodesulfobiaceae	0.0031
Thermofilaceae	0.0025
Thermomicrobiaceae	0.0014
Thermomonosporaceae	0.0008
Thermoplasmataceae	0.0014
Thermoproteaceae	0.0037
Thermotogaceae	0.0093
Thiotrichaceae	0.0011
Veillonellaceae	0.0034
Verrucomicrobiaceae	0.0031
Vibrionaceae	0.0125
Xanthobacteraceae	0.0025
Xanthomonadaceae	0.0037
unclassified	0.0838
