taxa	abundance
Candidatus Azobacteroides	0.0028
Candidatus Blochmannia	0.0042
Candidatus Desulforudis	0.0006
Candidatus Hamiltonella	0.0023
Candidatus Korarchaeum	0.0014
Candidatus Koribacter	0.0011
Candidatus Liberibacter	0.0054
Candidatus Pelagibacter	0.0054
Candidatus Phytoplasma	0.0113
Candidatus Protochlamydia	0.0006
Candidatus Solibacter	0.0006
Capnocytophaga	0.0014
Carboxydothermus	0.0011
Cardiobacterium	0.0003
Carnobacterium	0.0023
Catenibacterium	0.0020
Catenulispora	0.0003
Catonella	0.0017
Caulobacter	0.0008
Cellulomonas	0.0003
Cellvibrio	0.0020
Cenarchaeum	0.0037
Chitinophaga	0.0023
Chlamydia	0.0045
Chlamydophila	0.0008
Chlorobaculum	0.0003
Chlorobium	0.0023
Chloroflexus	0.0017
Chloroherpeton	0.0017
Chromobacterium	0.0008
Chromohalobacter	0.0006
Chryseobacterium	0.0006
Citreicella	0.0008
Citrobacter	0.0003
Clostridium	0.0215
Collinsella	0.0003
Comamonas	0.0014
Congregibacter	0.0003
Coprococcus	0.0006
Coprothermobacter	0.0031
Corynebacterium	0.0079
Coxiella	0.0023
Croceibacter	0.0008
Crocosphaera	0.0011
Cryptobacterium	0.0006
Cupriavidus	0.0008
Cyanothece	0.0054
Cytophaga	0.0023
Dehalococcoides	0.0006
Deinococcus	0.0006
Desulfatibacillum	0.0020
Desulfitobacterium	0.0003
Desulfobacterium	0.0011
Desulfococcus	0.0008
Desulfohalobium	0.0006
Desulfomicrobium	0.0011
Desulfonatronospira	0.0011
Desulfotalea	0.0031
Desulfotomaculum	0.0020
Desulfovibrio	0.0065
Desulfurococcus	0.0025
Dethiobacter	0.0014
Dethiosulfovibrio	0.0008
Dialister	0.0008
Dichelobacter	0.0020
Dickeya	0.0031
Dictyoglomus	0.0014
Dinoroseobacter	0.0017
Dokdonia	0.0008
Dorea	0.0006
Dyadobacter	0.0011
Edwardsiella	0.0008
Eggerthella	0.0003
Ehrlichia	0.0048
Eikenella	0.0006
Elusimicrobium	0.0011
Enhydrobacter	0.0003
Enterobacter	0.0014
Enterococcus	0.0048
Epulopiscium	0.0008
Erwinia	0.0003
Erysipelothrix	0.0017
Erythrobacter	0.0113
Escherichia	0.0031
Eubacterium	0.0017
Exiguobacterium	0.0017
Faecalibacterium	0.0006
Ferroglobus	0.0006
Ferroplasma	0.0008
Fervidobacterium	0.0003
Fibrobacter	0.0006
Finegoldia	0.0011
Flavobacterium	0.0014
Francisella	0.0091
Frankia	0.0102
Fulvimarina	0.0008
Fusobacterium	0.0040
Gallionella	0.0006
Gardnerella	0.0074
Gemella	0.0020
Gemmata	0.0003
Geobacillus	0.0020
Geobacter	0.0040
Geodermatophilus	0.0031
Glaciecola	0.0006
Gluconacetobacter	0.0023
Gluconobacter	0.0011
Gordonia	0.0008
Gordonibacter	0.0003
Gramella	0.0011
Granulibacter	0.0006
Granulicatella	0.0008
Haemophilus	0.0031
Haliangium	0.0014
Halobacterium	0.0006
Halogeometricum	0.0003
Halomonas	0.0008
Halothermothrix	0.0023
Halothiobacillus	0.0023
Helicobacter	0.0037
Heliobacterium	0.0006
Herbaspirillum	0.0003
Herminiimonas	0.0011
Herpetosiphon	0.0025
Hirschia	0.0017
Histophilus	0.0014
Hoeflea	0.0017
Holdemania	0.0003
Hydrogenivirga	0.0048
Hydrogenobacter	0.0003
Hydrogenobaculum	0.0017
Hyperthermus	0.0014
Hyphomonas	0.0011
Idiomarina	0.0003
Ignicoccus	0.0014
Janibacter	0.0023
Jannaschia	0.0020
Janthinobacterium	0.0008
Jonesia	0.0006
Jonquetella	0.0008
Kangiella	0.0003
Kineococcus	0.0006
Kingella	0.0006
Klebsiella	0.0198
Kordia	0.0008
Kosmotoga	0.0006
Kribbella	0.0006
Kytococcus	0.0011
Labrenzia	0.0025
Lactobacillus	0.0173
Lactococcus	0.0014
Laribacter	0.0011
Lawsonia	0.0017
Leeuwenhoekiella	0.0006
Legionella	0.0054
Leptospira	0.0048
Leptospirillum	0.0003
Leptothrix	0.0006
Leptotrichia	0.0017
Leuconostoc	0.0020
Limnobacter	0.0017
Listeria	0.0085
Lutiella	0.0003
Lyngbya	0.0014
Macrococcus	0.0011
Magnetococcus	0.0042
Magnetospirillum	0.0006
Mannheimia	0.0006
Maribacter	0.0008
Maricaulis	0.0020
Marinobacter	0.0006
Marinomonas	0.0014
Mariprofundus	0.0003
Maritimibacter	0.0011
Megasphaera	0.0006
Meiothermus	0.0003
Mesoplasma	0.0003
Mesorhizobium	0.0017
Metallosphaera	0.0008
Methanobrevibacter	0.0014
Methanocaldococcus	0.0008
Methanocella	0.0003
Methanococcoides	0.0006
Methanococcus	0.0014
Methanosaeta	0.0008
Methanosarcina	0.0006
Methanosphaera	0.0003
Methanosphaerula	0.0003
Methylacidiphilum	0.0017
Methylibium	0.0006
Methylobacterium	0.0025
Methylocella	0.0014
Methylococcus	0.0017
Methylophaga	0.0011
Methylotenera	0.0003
Methylovorus	0.0006
Micrococcus	0.0014
Microcystis	0.0031
Micromonospora	0.0020
Microscilla	0.0088
Mitsuokella	0.0003
Mobiluncus	0.0011
Mycobacterium	0.0048
Mycoplasma	0.0150
Natranaerobius	0.0017
Nautilia	0.0006
Neisseria	0.0017
Neorickettsia	0.0025
Neptuniibacter	0.0003
Nitratiruptor	0.0025
Nitrobacter	0.0020
Nitrococcus	0.0006
Nitrosococcus	0.0006
Nitrosomonas	0.0011
Nitrosospira	0.0017
Nocardia	0.0008
Nocardiopsis	0.0008
Nodularia	0.0008
Nostoc	0.0008
Oceanibulbus	0.0011
Oceanicaulis	0.0025
Oceanicola	0.0003
Oceanobacillus	0.0003
Octadecabacter	0.0034
Oenococcus	0.0051
Oligotropha	0.0003
Olsenella	0.0020
Opitutus	0.0011
Oribacterium	0.0011
Orientia	0.0071
Oxalobacter	0.0003
Paenibacillus	0.0014
Pantoea	0.0017
Parabacteroides	0.0006
Paracoccus	0.0003
Parvibaculum	0.0011
Parvularcula	0.0057
Pasteurella	0.0011
Pectobacterium	0.0062
Pediococcus	0.0006
Pedobacter	0.0023
Pelobacter	0.0028
Pelodictyon	0.0008
Pelotomaculum	0.0006
Peptoniphilus	0.0008
Peptostreptococcus	0.0017
Persephonella	0.0008
Petrotoga	0.0017
Phaeobacter	0.0006
Phenylobacterium	0.0011
Photobacterium	0.0014
Picrophilus	0.0003
Pirellula	0.0023
Polaribacter	0.0003
Polaromonas	0.0023
Polynucleobacter	0.0003
Porphyromonas	0.0017
Prevotella	0.0054
Prochlorococcus	0.0164
Propionibacterium	0.0082
Prosthecochloris	0.0003
Proteus	0.0003
Providencia	0.0008
Pseudoalteromonas	0.0014
Pseudomonas	0.0045
Pseudovibrio	0.0006
Pseudoxanthomonas	0.0003
Psychrobacter	0.0014
Psychroflexus	0.0014
Psychromonas	0.0003
Pyramidobacter	0.0006
Pyrobaculum	0.0014
Pyrococcus	0.0008
Ralstonia	0.0017
Raphidiopsis	0.0003
Renibacterium	0.0011
Rhizobium	0.0099
Rhodobacter	0.0011
Rhodococcus	0.0023
Rhodomicrobium	0.0003
Rhodopirellula	0.0006
Rhodopseudomonas	0.0059
Rhodospirillum	0.0037
Rickettsia	0.0105
Rickettsiella	0.0008
Robiginitalea	0.0003
Roseburia	0.0014
Roseibium	0.0011
Roseiflexus	0.0014
Roseobacter	0.0020
Roseovarius	0.0014
Rothia	0.0020
Rubrobacter	0.0006
Ruegeria	0.0011
Ruminococcus	0.0037
Saccharomonospora	0.0020
Saccharophagus	0.0003
Saccharopolyspora	0.0014
Sagittula	0.0003
Salinibacter	0.0020
Salinispora	0.0003
Salmonella	0.0062
Sebaldella	0.0006
Selenomonas	0.0008
Serratia	0.0014
Shewanella	0.0057
Shuttleworthia	0.0003
Simonsiella	0.0011
Sinorhizobium	0.0014
Slackia	0.0017
Solobacterium	0.0003
Sorangium	0.0023
Sphaerobacter	0.0003
Sphingobacterium	0.0014
Sphingobium	0.0011
Sphingopyxis	0.0023
Spirosoma	0.0003
Staphylococcus	0.0150
Stenotrophomonas	0.0003
Stigmatella	0.0008
Streptobacillus	0.0020
Streptococcus	0.0122
Streptomyces	0.0130
Streptosporangium	0.0008
Subdoligranulum	0.0003
Sulfitobacter	0.0006
Sulfolobus	0.0059
Sulfurihydrogenibium	0.0011
Sulfurimonas	0.0003
Symbiobacterium	0.0025
Synechococcus	0.0085
Synechocystis	0.0017
Syntrophobacter	0.0011
Syntrophomonas	0.0025
Syntrophus	0.0020
Teredinibacter	0.0003
Thauera	0.0008
Thermoanaerobacter	0.0003
Thermoanaerobacterium	0.0006
Thermobifida	0.0011
Thermococcus	0.0017
Thermocrinis	0.0006
Thermodesulfovibrio	0.0034
Thermofilum	0.0025
Thermomicrobium	0.0014
Thermomonospora	0.0008
Thermoplasma	0.0014
Thermoproteus	0.0006
Thermosinus	0.0006
Thermosipho	0.0008
Thermotoga	0.0051
Thermus	0.0006
Thioalkalivibrio	0.0006
Thiobacillus	0.0003
Thiomonas	0.0023
Tolypothrix	0.0008
Treponema	0.0023
Trichodesmium	0.0023
Tropheryma	0.0051
Ureaplasma	0.0017
Variovorax	0.0028
Veillonella	0.0003
Verminephrobacter	0.0006
Verrucomicrobium	0.0008
Vibrio	0.0096
Weissella	0.0020
Wigglesworthia	0.0034
Wolbachia	0.0040
Wolinella	0.0006
Xanthobacter	0.0008
Xanthomonas	0.0025
Xylanimonas	0.0011
Xylella	0.0006
Yersinia	0.0161
Zymomonas	0.0059
unclassified	0.0280
