taxa	abundance
Abiotrophia	0.0011
Acaryochloris	0.0017
Acetivibrio	0.0025
Acetobacter	0.0008
Acholeplasma	0.0011
Achromobacter	0.0011
Acidaminococcus	0.0008
Acidimicrobium	0.0025
Acidiphilium	0.0006
Acidithiobacillus	0.0003
Acidothermus	0.0042
Acidovorax	0.0008
Aciduliprofundum	0.0031
Acinetobacter	0.0054
Actinobacillus	0.0028
Actinomyces	0.0008
Actinosynnema	0.0065
Aeromicrobium	0.0011
Aeropyrum	0.0014
Afipia	0.0011
Aggregatibacter	0.0006
Agrobacterium	0.0031
Akkermansia	0.0023
Alcanivorax	0.0008
Algoriphagus	0.0031
Alicycliphilus	0.0003
Alicyclobacillus	0.0011
Aliivibrio	0.0006
Alistipes	0.0025
Alkaliphilus	0.0014
Allochromatium	0.0006
Anabaena	0.0003
Anaerococcus	0.0003
Anaerofustis	0.0023
Anaeromyxobacter	0.0031
Anaerostipes	0.0006
Anaerotruncus	0.0006
Anaplasma	0.0025
Anoxybacillus	0.0003
Aquifex	0.0003
Archaeoglobus	0.0014
Arcobacter	0.0023
Arthrobacter	0.0014
Arthrospira	0.0008
Asticcacaulis	0.0003
Atopobium	0.0017
Azoarcus	0.0006
Azorhizobium	0.0017
Azospirillum	0.0014
Azotobacter	0.0003
Bacillus	0.0082
Bacteroides	0.0042
Bartonella	0.0031
Basfia	0.0003
Bdellovibrio	0.0037
Beggiatoa	0.0011
Beijerinckia	0.0014
Beutenbergia	0.0011
Bifidobacterium	0.0099
Blastopirellula	0.0025
Blattabacterium	0.0023
Blautia	0.0017
Bordetella	0.0017
Borrelia	0.0054
Brachyspira	0.0031
Bradyrhizobium	0.0017
Brevibacillus	0.0006
Brevibacterium	0.0011
Brevundimonas	0.0020
Brucella	0.0028
Buchnera	0.0105
Bulleidia	0.0006
Burkholderia	0.0082
Butyrivibrio	0.0006
Caldanaerobacter	0.0006
Caldicellulosiruptor	0.0014
Caldivirga	0.0017
Caminibacter	0.0006
Campylobacter	0.0025
Candidatus Amoebophilus	0.0037
